"bill_id","sponsor_party","session","num_cosponsors","num_d_cosponsors","num_r_cosponsors","title_word_count","originating_committee","day.of.week.introduced","num_amendments","status","is_sponsor_in_leadership","num_originating_committee_cosponsors","num_originating_committee_cosponsors_r","num_originating_committee_cosponsors_d"
"3158","HB-1418-2011-2012","Republican","2011-2012",25,0,25,42,"PAC000264",4,0,"committee:referred",1,4,4,0
"3159","HB-509-2011-2012","Democratic","2011-2012",17,14,3,10,"PAC000001",5,0,"committee:referred",1,1,1,0
"3160","HB-1383-2011-2012","Democratic","2011-2012",10,7,3,63,"PAC000016",1,0,"committee:referred",1,0,0,0
"3161","HB-294-2011-2012","Republican","2011-2012",77,1,76,21,"PAC000007",4,1,"committee:referred",1,4,4,0
"3162","HB-1935-2011-2012","Republican","2011-2012",63,3,60,18,"PAC000012",3,0,"committee:referred",1,5,5,0
"3163","HB-523-2011-2012","Republican","2011-2012",56,15,41,27,"PAC000016",2,0,"committee:referred",1,6,4,2
"3164","HB-826-2011-2012","Republican","2011-2012",37,22,15,21,"PAC000004",1,0,"committee:referred",1,2,0,2
"3165","HB-1188-2011-2012","Democratic","2011-2012",3,3,0,30,"PAC000001",5,0,"committee:referred",1,0,0,0
"3166","HB-987-2011-2012","Republican","2011-2012",14,4,10,24,"PAC000265",3,0,"committee:referred",1,1,1,0
"3167","HB-504-2011-2012","Democratic","2011-2012",8,4,4,21,"PAC000001",5,0,"committee:referred",1,0,0,0
"3168","HB-1110-2011-2012","Republican","2011-2012",50,13,37,18,"PAC000005",4,0,"committee:referred",1,3,3,0
"3169","HB-2052-2011-2012","Republican","2011-2012",55,31,24,20,"PAC000129",5,0,"committee:referred",1,10,3,7
"3170","HB-736-2011-2012","Democratic","2011-2012",19,12,7,17,"PAC000004",4,0,"committee:referred",1,2,0,2
"3171","HB-2622-2011-2012","Democratic","2011-2012",16,8,8,32,"PAC000001",1,0,"committee:referred",1,1,1,0
"3172","HB-630-2011-2012","Republican","2011-2012",39,10,29,26,"PAC000005",1,0,"committee:referred",1,4,3,1
"3173","HB-1831-2011-2012","Democratic","2011-2012",18,13,5,21,"PAC000004",2,0,"committee:referred",1,1,0,1
"3174","HB-1211-2011-2012","Democratic","2011-2012",11,10,1,31,"PAC000010",1,0,"committee:referred",1,1,0,1
"3175","HB-325-2011-2012","Democratic","2011-2012",32,15,17,26,"PAC000004",1,0,"committee:referred",1,2,0,2
"3176","HB-2693-2011-2012","Democratic","2011-2012",4,4,0,16,"PAC000004",3,0,"committee:referred",1,1,0,1
"3177","HB-315-2011-2012","Republican","2011-2012",56,13,43,25,"PAC000016",1,0,"committee:referred",0,6,6,0
"3178","HB-514-2011-2012","Republican","2011-2012",74,8,66,28,"PAC000016",2,0,"committee:referred",1,11,9,2
"3179","HB-2654-2011-2012","Democratic","2011-2012",6,6,0,41,"PAC000004",1,0,"committee:referred",1,0,0,0
"3180","HB-553-2011-2012","Republican","2011-2012",25,5,20,19,"PAC000001",2,0,"bill:reading:1",1,0,0,0
"3181","HB-369-2011-2012","Republican","2011-2012",13,6,7,17,"PAC000004",2,0,"committee:referred",1,2,1,1
"3182","HB-479-2011-2012","Democratic","2011-2012",15,15,0,23,"PAC000129",4,0,"committee:referred",1,3,0,3
"3183","HB-947-2011-2012","Republican","2011-2012",28,4,24,21,"PAC000008",5,0,"committee:referred",1,8,7,1
"3184","HB-500-2011-2012","Democratic","2011-2012",74,71,3,28,"PAC000129",5,0,"committee:referred",1,7,0,7
"3185","HB-2401-2011-2012","Republican","2011-2012",10,0,10,8,"PAC000129",1,0,"committee:referred",1,3,3,0
"3186","HB-10-2011-2012","Republican","2011-2012",42,0,42,53,"PAC000141",2,2,"governor:signed",1,2,2,0
"3187","HB-1721-2011-2012","Democratic","2011-2012",14,11,3,33,"PAC000017",5,0,"committee:referred",1,0,0,0
"3188","HB-573-2011-2012","Republican","2011-2012",29,9,20,21,"PAC000005",3,0,"committee:referred",1,5,3,2
"3189","HB-626-2011-2012","Republican","2011-2012",33,6,27,32,"PAC000016",1,0,"committee:referred",1,6,4,2
"3190","HB-1845-2011-2012","Democratic","2011-2012",31,27,4,29,"PAC000016",1,0,"committee:referred",1,5,1,4
"3191","HB-2652-2011-2012","Democratic","2011-2012",10,9,1,24,"PAC000004",1,0,"committee:referred",1,2,1,1
"3192","HB-1689-2011-2012","Republican","2011-2012",52,11,41,27,"PAC000016",5,0,"committee:referred",1,5,5,0
"3193","HB-115-2011-2012","Democratic","2011-2012",7,3,4,13,"PAC000012",5,0,"committee:referred",1,0,0,0
"3194","HB-17-2011-2012","Republican","2011-2012",10,2,8,27,"PAC000001",1,0,"governor:signed",1,2,2,0
"3195","HB-337-2011-2012","Republican","2011-2012",14,3,11,20,"PAC000264",1,0,"committee:referred",1,1,0,1
"3196","HB-2458-2011-2012","Republican","2011-2012",15,1,14,23,"PAC000012",1,0,"committee:referred",1,1,1,0
"3197","HB-2506-2011-2012","Democratic","2011-2012",32,14,18,24,"PAC000017",1,0,"committee:referred",1,2,2,0
"3198","HB-1823-2011-2012","Republican","2011-2012",25,2,23,32,"PAC000017",3,1,"bill:reading:1",1,3,3,0
"3199","HB-2677-2011-2012","Democratic","2011-2012",0,0,0,26,"PAC000001",3,0,"committee:referred",1,0,0,0
"3200","HB-1617-2011-2012","Republican","2011-2012",17,1,16,23,"PAC000001",4,0,"governor:signed",1,0,0,0
"3201","HB-1551-2011-2012","Republican","2011-2012",20,0,20,9,"PAC000129",3,0,"committee:referred",1,4,4,0
"3202","HB-2110-2011-2012","Republican","2011-2012",4,0,4,113,"PAC000040",2,0,"committee:referred",1,0,0,0
"3203","HB-1275-2011-2012","Republican","2011-2012",21,3,18,20,"PAC000004",2,0,"committee:referred",1,1,1,0
"3204","HB-1159-2011-2012","Republican","2011-2012",8,1,7,23,"PAC000004",1,0,"committee:referred",1,2,2,0
"3205","HB-1270-2011-2012","Republican","2011-2012",36,24,12,30,"PAC000012",4,0,"committee:referred",1,2,1,1
"3206","HB-850-2011-2012","Republican","2011-2012",49,13,36,28,"PAC000012",1,0,"committee:referred",1,2,1,1
"3207","HB-1764-2011-2012","Democratic","2011-2012",35,32,3,24,"PAC000246",4,0,"committee:referred",1,2,0,2
"3208","HB-255-2011-2012","Republican","2011-2012",18,4,14,15,"PAC000001",3,0,"committee:referred",1,3,3,0
"3209","HB-1403-2011-2012","Democratic","2011-2012",11,8,3,22,"PAC000012",3,0,"committee:referred",1,0,0,0
"3210","HB-824-2011-2012","Republican","2011-2012",12,4,8,38,"PAC000265",2,0,"committee:referred",1,0,0,0
"3211","HB-1358-2011-2012","Republican","2011-2012",14,10,4,36,"PAC000129",3,0,"committee:referred",1,3,1,2
"3212","HB-531-2011-2012","Republican","2011-2012",41,8,33,24,"PAC000016",2,0,"committee:referred",1,4,4,0
"3213","HB-1999-2011-2012","","2011-2012",38,31,7,21,"PAC000004",1,0,"committee:referred",0,3,1,2
"3214","HB-2461-2011-2012","Republican","2011-2012",27,8,19,30,"PAC000012",1,0,"committee:referred",1,3,3,0
"3215","HB-1366-2011-2012","Democratic","2011-2012",9,7,2,36,"PAC000001",1,0,"committee:referred",1,0,0,0
"3216","HB-2108-2011-2012","Democratic","2011-2012",32,13,19,25,"PAC000001",2,0,"committee:referred",1,1,1,0
"3217","HB-1121-2011-2012","Republican","2011-2012",30,8,22,38,"PAC000004",4,3,"governor:signed",1,4,2,2
"3218","HB-1130-2011-2012","Democratic","2011-2012",18,8,10,28,"PAC000015",1,0,"committee:referred",1,1,1,0
"3219","HB-525-2011-2012","Republican","2011-2012",12,0,12,31,"PAC000004",2,0,"committee:referred",1,0,0,0
"3220","HB-176-2011-2012","Democratic","2011-2012",57,20,37,27,"PAC000004",5,1,"bill:reading:1",1,6,3,3
"3221","HB-716-2011-2012","Democratic","2011-2012",7,5,2,21,"PAC000129",3,0,"committee:referred",1,0,0,0
"3222","HB-2027-2011-2012","Republican","2011-2012",61,16,45,37,"PAC000001",4,0,"governor:signed",1,5,5,0
"3223","HB-1438-2011-2012","Republican","2011-2012",7,3,4,62,"PAC000007",2,1,"committee:referred",1,1,0,1
"3224","HB-430-2011-2012","Democratic","2011-2012",26,13,13,127,"PAC000040",4,0,"committee:referred",1,2,1,1
"3225","HB-2148-2011-2012","Republican","2011-2012",56,19,37,18,"PAC000001",1,0,"committee:referred",1,4,3,1
"3226","HB-2538-2011-2012","Republican","2011-2012",3,1,2,13,"PAC000001",1,0,"committee:referred",1,0,0,0
"3227","HB-230-2011-2012","Democratic","2011-2012",24,23,1,23,"PAC000010",3,0,"committee:referred",1,1,0,1
"3228","HB-686-2011-2012","Democratic","2011-2012",21,17,4,49,"PAC000017",2,0,"bill:reading:1",1,4,1,3
"3229","HB-1326-2011-2012","Republican","2011-2012",49,1,48,51,"PAC000016",5,0,"committee:referred",1,7,7,0
"3230","HB-54-2011-2012","Republican","2011-2012",34,16,18,19,"PAC000215",3,0,"committee:referred",1,3,3,0
"3231","HB-1487-2011-2012","Republican","2011-2012",26,4,22,23,"PAC000004",1,0,"committee:referred",1,1,1,0
"3232","HB-1354-2011-2012","Democratic","2011-2012",61,34,27,24,"PAC000007",3,0,"committee:referred",1,4,2,2
"3233","HB-828-2011-2012","Democratic","2011-2012",34,19,15,15,"PAC000001",1,0,"committee:referred",1,0,0,0
"3234","HB-2489-2011-2012","Republican","2011-2012",47,25,22,24,"PAC000004",4,0,"committee:referred",1,4,1,3
"3235","HB-1612-2011-2012","Democratic","2011-2012",5,4,1,33,"PAC000012",4,0,"committee:referred",1,0,0,0
"3236","HB-2576-2011-2012","Republican","2011-2012",15,1,14,37,"PAC000001",1,0,"committee:referred",1,0,0,0
"3237","HB-2468-2011-2012","Republican","2011-2012",39,10,29,45,"PAC000017",3,0,"committee:referred",1,7,6,1
"3238","HB-1145-2011-2012","Democratic","2011-2012",3,3,0,23,"PAC000004",1,0,"committee:referred",1,0,0,0
"3239","HB-1402-2011-2012","Republican","2011-2012",3,3,0,18,"PAC000004",4,0,"committee:referred",1,0,0,0
"3240","HB-1452-2011-2012","Republican","2011-2012",5,2,3,26,"PAC000007",2,0,"committee:referred",1,2,1,1
"3241","HB-881-2011-2012","Republican","2011-2012",15,2,13,20,"PAC000019",3,1,"committee:referred",1,4,4,0
"3242","HB-2284-2011-2012","Republican","2011-2012",31,0,31,25,"PAC000264",2,0,"committee:referred",1,4,4,0
"3243","HB-1563-2011-2012","Republican","2011-2012",13,8,5,18,"PAC000019",1,0,"committee:referred",1,1,0,1
"3244","HB-1709-2011-2012","Republican","2011-2012",11,2,9,21,"PAC000004",3,0,"committee:referred",1,1,1,0
"3245","HB-1756-2011-2012","Democratic","2011-2012",15,11,4,33,"PAC000004",3,0,"committee:referred",1,0,0,0
"3246","HB-2160-2011-2012","Republican","2011-2012",14,0,14,20,"PAC000012",1,0,"committee:referred",1,4,4,0
"3247","HB-1629-2011-2012","Republican","2011-2012",4,2,2,12,"PAC000016",1,0,"committee:referred",1,0,0,0
"3248","HB-2329-2011-2012","Republican","2011-2012",25,6,19,21,"PAC000004",1,0,"committee:referred",1,3,2,1
"3249","HB-222-2011-2012","Democratic","2011-2012",3,2,1,19,"PAC000007",2,0,"committee:referred",1,0,0,0
"3250","HB-2132-2011-2012","Democratic","2011-2012",7,6,1,19,"PAC000001",5,0,"committee:referred",1,0,0,0
"3251","HB-9-2011-2012","Republican","2011-2012",59,20,39,38,"PAC000001",4,2,"governor:signed",1,5,5,0
"3252","HB-423-2011-2012","Republican","2011-2012",8,2,6,25,"PAC000004",4,0,"committee:referred",1,1,0,1
"3253","HB-2024-2011-2012","Republican","2011-2012",19,12,7,23,"PAC000129",2,0,"committee:referred",1,3,2,1
"3254","HB-2661-2011-2012","Democratic","2011-2012",46,41,5,87,"PAC000017",1,0,"committee:referred",1,4,1,3
"3255","HB-1044-2011-2012","Republican","2011-2012",31,12,19,39,"PAC000035",1,0,"committee:referred",1,2,2,0
"3256","HB-576-2011-2012","Republican","2011-2012",36,6,30,17,"PAC000019",3,0,"committee:referred",1,5,5,0
"3257","HB-1419-2011-2012","Republican","2011-2012",36,0,36,22,"PAC000004",4,0,"committee:referred",1,2,2,0
"3258","HB-2394-2011-2012","Democratic","2011-2012",7,4,3,21,"PAC000004",1,0,"committee:referred",1,1,0,1
"3259","HB-2600-2011-2012","Republican","2011-2012",31,4,27,17,"PAC000004",3,0,"committee:referred",1,3,3,0
"3260","HB-2526-2011-2012","Democratic","2011-2012",0,0,0,25,"PAC000017",4,0,"committee:referred",1,0,0,0
"3261","HB-1888-2011-2012","Democratic","2011-2012",17,14,3,29,"PAC000129",1,0,"committee:referred",1,3,0,3
"3262","HB-886-2011-2012","Republican","2011-2012",69,7,62,29,"PAC000004",3,0,"committee:referred",1,4,4,0
"3263","HB-1761-2011-2012","Democratic","2011-2012",10,8,2,48,"PAC000016",3,1,"committee:referred",1,0,0,0
"3264","HB-131-2011-2012","Democratic","2011-2012",11,10,1,31,"PAC000012",5,0,"committee:referred",1,1,0,1
"3265","HB-2544-2011-2012","Democratic","2011-2012",24,23,1,55,"PAC000016",1,0,"committee:referred",0,1,0,1
"3266","HB-2588-2011-2012","Democratic","2011-2012",16,11,5,23,"PAC000001",4,0,"committee:referred",1,1,0,1
"3267","HB-623-2011-2012","Democratic","2011-2012",56,42,14,22,"PAC000129",1,0,"committee:referred",1,6,1,5
"3268","HB-19-2011-2012","Republican","2011-2012",44,15,29,26,"PAC000007",2,1,"committee:referred",1,3,3,0
"3269","HB-2599-2011-2012","Republican","2011-2012",40,9,31,15,"PAC000141",3,0,"committee:referred",1,5,3,2
"3270","HB-1267-2011-2012","Republican","2011-2012",25,4,21,21,"PAC000001",2,0,"committee:referred",1,1,1,0
"3271","HB-2321-2011-2012","Republican","2011-2012",28,5,23,25,"PAC000005",3,1,"committee:referred",1,4,3,1
"3272","HB-2486-2011-2012","Democratic","2011-2012",1,1,0,24,"PAC000001",1,0,"committee:referred",1,0,0,0
"3273","HB-219-2011-2012","Democratic","2011-2012",3,3,0,20,"PAC000007",2,0,"committee:referred",1,0,0,0
"3274","HB-1214-2011-2012","Democratic","2011-2012",38,24,14,23,"PAC000010",1,0,"committee:referred",1,1,1,0
"3275","HB-2477-2011-2012","Democratic","2011-2012",17,14,3,25,"PAC000004",4,0,"committee:referred",1,2,0,2
"3276","HB-283-2011-2012","Republican","2011-2012",78,1,77,27,"PAC000246",4,1,"bill:reading:1",1,3,3,0
"3277","HB-1073-2011-2012","Democratic","2011-2012",15,8,7,33,"PAC000040",2,0,"committee:referred",1,0,0,0
"3278","HB-510-2011-2012","Republican","2011-2012",40,12,28,25,"PAC000035",5,0,"committee:referred",1,2,2,0
"3279","HB-25-2011-2012","Republican","2011-2012",8,2,6,24,"PAC000040",4,0,"committee:referred",1,1,1,0
"3280","HB-2099-2011-2012","Democratic","2011-2012",2,2,0,37,"PAC000001",2,0,"committee:referred",1,0,0,0
"3281","HB-1867-2011-2012","Republican","2011-2012",10,3,7,23,"PAC000229",1,0,"committee:referred",1,2,1,1
"3282","HB-1680-2011-2012","Democratic","2011-2012",17,13,4,32,"PAC000010",5,0,"committee:referred",1,0,0,0
"3283","HB-389-2011-2012","Republican","2011-2012",7,1,6,23,"PAC000001",2,0,"governor:signed",1,1,1,0
"3284","HB-292-2011-2012","Republican","2011-2012",77,1,76,21,"PAC000246",4,1,"committee:referred",1,3,3,0
"3285","HB-490-2011-2012","Democratic","2011-2012",25,22,3,23,"PAC000016",5,0,"bill:reading:1",1,2,0,2
"3286","HB-1886-2011-2012","Republican","2011-2012",45,7,38,31,"PAC000001",1,0,"governor:signed",1,1,1,0
"3287","HB-1126-2011-2012","Republican","2011-2012",17,1,16,25,"PAC000004",1,0,"committee:referred",1,0,0,0
"3288","HB-1189-2011-2012","Democratic","2011-2012",4,3,1,33,"PAC000141",5,0,"committee:referred",1,0,0,0
"3289","HB-978-2011-2012","Democratic","2011-2012",1,1,0,28,"PAC000265",2,0,"committee:referred",1,0,0,0
"3290","HB-1621-2011-2012","Democratic","2011-2012",6,6,0,16,"PAC000016",4,0,"committee:referred",1,0,0,0
"3291","HB-1529-2011-2012","Democratic","2011-2012",7,6,1,30,"PAC000246",3,0,"committee:referred",1,1,1,0
"3292","HB-153-2011-2012","Republican","2011-2012",74,19,55,21,"PAC000012",3,0,"committee:referred",1,8,8,0
"3293","HB-1089-2011-2012","Republican","2011-2012",58,6,52,24,"PAC000010",3,0,"committee:referred",1,5,5,0
"3294","HB-2572-2011-2012","Democratic","2011-2012",9,4,5,21,"PAC000012",1,0,"committee:referred",1,0,0,0
"3295","HB-1042-2011-2012","Democratic","2011-2012",34,16,18,81,"PAC000012",1,0,"committee:referred",1,2,2,0
"3296","HB-2264-2011-2012","Democratic","2011-2012",9,7,2,31,"PAC000017",1,0,"committee:referred",1,1,0,1
"3297","HB-1193-2011-2012","Democratic","2011-2012",21,17,4,21,"PAC000012",1,0,"committee:referred",1,0,0,0
"3298","HB-666-2011-2012","Republican","2011-2012",19,3,16,29,"PAC000141",1,0,"committee:referred",1,0,0,0
"3299","HB-661-2011-2012","Republican","2011-2012",41,8,33,13,"PAC000016",1,0,"committee:referred",1,5,5,0
"3300","HB-1179-2011-2012","Republican","2011-2012",23,5,18,28,"PAC000244",3,0,"committee:referred",1,4,4,0
"3301","HB-212-2011-2012","Republican","2011-2012",14,5,9,22,"PAC000229",1,0,"committee:referred",1,1,0,1
"3302","HB-1416-2011-2012","Republican","2011-2012",78,8,70,21,"PAC000010",4,0,"committee:referred",1,7,7,0
"3303","HB-2644-2011-2012","Republican","2011-2012",33,9,24,32,"PAC000244",3,0,"committee:referred",1,5,5,0
"3304","HB-1045-2011-2012","Republican","2011-2012",14,8,6,37,"PAC000010",1,0,"committee:referred",1,0,0,0
"3305","HB-638-2011-2012","Democratic","2011-2012",56,30,26,45,"PAC000016",1,0,"committee:referred",1,5,3,2
"3306","HB-1697-2011-2012","Republican","2011-2012",11,6,5,25,"PAC000017",1,0,"committee:referred",1,2,0,2
"3307","HB-279-2011-2012","Republican","2011-2012",77,1,76,39,"PAC000007",4,2,"governor:signed",1,4,4,0
"3308","HB-99-2011-2012","Democratic","2011-2012",9,9,0,20,"PAC000001",3,0,"committee:referred",1,0,0,0
"3309","HB-2601-2011-2012","Democratic","2011-2012",7,5,2,94,"PAC000004",3,0,"committee:referred",1,0,0,0
"3310","HB-2573-2011-2012","Democratic","2011-2012",2,0,2,25,"PAC000017",1,0,"committee:referred",1,0,0,0
"3311","HB-2087-2011-2012","Republican","2011-2012",28,7,21,96,"PAC000016",2,0,"committee:referred",0,2,1,1
"3312","HB-2529-2011-2012","Democratic","2011-2012",0,0,0,18,"PAC000019",4,0,"committee:referred",1,0,0,0
"3313","HB-1294-2011-2012","Republican","2011-2012",57,28,29,43,"PAC000141",3,3,"governor:signed",1,7,4,3
"3314","HB-1584-2011-2012","Democratic","2011-2012",4,2,2,22,"PAC000001",4,0,"committee:referred",1,1,1,0
"3315","HB-146-2011-2012","Democratic","2011-2012",17,12,5,80,"PAC000001",5,1,"committee:passed",1,0,0,0
"3316","HB-2326-2011-2012","Republican","2011-2012",0,0,0,25,"PAC000007",3,0,"committee:referred",1,0,0,0
"3317","HB-2338-2011-2012","Democratic","2011-2012",3,2,1,28,"PAC000229",2,0,"committee:referred",1,0,0,0
"3318","HB-1406-2011-2012","Republican","2011-2012",23,17,6,20,"PAC000016",4,0,"committee:referred",1,1,0,1
"3319","HB-2149-2011-2012","Democratic","2011-2012",57,20,37,31,"PAC000001",1,0,"committee:referred",1,4,4,0
"3320","HB-55-2011-2012","Republican","2011-2012",20,3,17,26,"PAC000012",1,0,"committee:referred",1,1,1,0
"3321","HB-1688-2011-2012","Republican","2011-2012",1,1,0,27,"PAC000008",5,0,"committee:referred",1,1,0,1
"3322","HB-1217-2011-2012","Democratic","2011-2012",2,0,2,20,"PAC000004",1,0,"committee:referred",1,0,0,0
"3323","HB-2450-2011-2012","Republican","2011-2012",1,0,1,52,"PAC000017",3,0,"committee:referred",1,0,0,0
"3324","HB-868-2011-2012","Democratic","2011-2012",30,20,10,26,"PAC000017",2,0,"committee:referred",1,4,2,2
"3325","HB-1898-2011-2012","Democratic","2011-2012",62,26,36,28,"PAC000001",2,0,"committee:referred",1,3,3,0
"3326","HB-2174-2011-2012","Republican","2011-2012",8,1,7,24,"PAC000012",1,0,"committee:referred",1,1,1,0
"3327","HB-2616-2011-2012","Democratic","2011-2012",13,12,1,21,"PAC000012",1,0,"committee:referred",1,1,0,1
"3328","HB-424-2011-2012","Republican","2011-2012",10,3,7,92,"PAC000229",4,2,"governor:signed",1,1,0,1
"3329","HB-2094-2011-2012","Democratic","2011-2012",2,2,0,23,"PAC000007",1,0,"committee:referred",1,0,0,0
"3330","HB-35-2011-2012","Democratic","2011-2012",21,13,8,30,"PAC000016",3,0,"committee:referred",1,0,0,0
"3331","HB-1091-2011-2012","Democratic","2011-2012",47,15,32,21,"PAC000001",4,0,"governor:signed",1,4,4,0
"3332","HB-714-2011-2012","Democratic","2011-2012",16,14,2,22,"PAC000246",3,0,"committee:referred",1,1,1,0
"3333","HB-1751-2011-2012","Democratic","2011-2012",0,0,0,35,"PAC000001",2,0,"committee:referred",1,0,0,0
"3334","HB-483-2011-2012","Republican","2011-2012",25,7,18,23,"PAC000001",5,0,"committee:referred",1,3,3,0
"3335","HB-795-2011-2012","Democratic","2011-2012",19,13,6,28,"PAC000004",3,0,"committee:referred",1,0,0,0
"3336","HB-1741-2011-2012","Democratic","2011-2012",17,16,1,21,"PAC000001",6,0,"committee:referred",1,1,1,0
"3337","HB-2381-2011-2012","Democratic","2011-2012",1,1,0,37,"PAC000001",3,0,"committee:referred",1,0,0,0
"3338","HB-2416-2011-2012","Democratic","2011-2012",35,33,2,46,"PAC000010",4,0,"committee:referred",1,2,0,2
"3339","HB-1695-2011-2012","Democratic","2011-2012",8,8,0,24,"PAC000017",1,0,"committee:referred",1,1,0,1
"3340","HB-2510-2011-2012","Republican","2011-2012",14,3,11,294,"PAC000016",1,0,"committee:referred",1,2,2,0
"3341","HB-1611-2011-2012","Democratic","2011-2012",18,15,3,29,"PAC000229",4,0,"committee:referred",1,3,0,3
"3342","HB-74-2011-2012","Republican","2011-2012",73,23,50,24,"PAC000004",3,0,"committee:referred",1,8,6,2
"3343","HB-901-2011-2012","Democratic","2011-2012",14,9,5,31,"PAC000004",3,0,"committee:referred",1,0,0,0
"3344","HB-2482-2011-2012","Democratic","2011-2012",37,36,1,15,"PAC000265",1,0,"committee:referred",1,2,0,2
"3345","HB-750-2011-2012","Republican","2011-2012",14,0,14,21,"PAC000190",3,0,"committee:referred",1,3,3,0
"3346","HB-781-2011-2012","Democratic","2011-2012",18,15,3,27,"PAC000010",3,0,"committee:referred",1,2,1,1
"3347","HB-2658-2011-2012","Democratic","2011-2012",22,13,9,29,"PAC000004",1,0,"committee:referred",1,2,1,1
"3348","HB-1221-2011-2012","Democratic","2011-2012",7,6,1,31,"PAC000012",2,0,"committee:referred",1,1,0,1
"3349","HB-726-2011-2012","Republican","2011-2012",48,4,44,10,"PAC000012",3,1,"committee:passed",1,6,6,0
"3350","HB-657-2011-2012","Republican","2011-2012",10,4,6,31,"PAC000129",1,0,"committee:referred",1,1,0,1
"3351","HB-468-2011-2012","Republican","2011-2012",41,16,25,25,"PAC000016",2,0,"committee:referred",1,5,3,2
"3352","HB-1464-2011-2012","Democratic","2011-2012",39,15,24,21,"PAC000016",1,0,"committee:referred",1,0,0,0
"3353","HB-2511-2011-2012","Democratic","2011-2012",9,9,0,25,"PAC000016",1,0,"committee:referred",1,1,0,1
"3354","HB-959-2011-2012","Democratic","2011-2012",14,11,3,30,"PAC000141",1,0,"committee:referred",1,0,0,0
"3355","HB-1365-2011-2012","Republican","2011-2012",17,4,13,12,"PAC000016",1,0,"committee:referred",1,4,4,0
"3356","HB-1291-2011-2012","Democratic","2011-2012",17,15,2,20,"PAC000012",3,0,"committee:referred",1,1,0,1
"3357","HB-1059-2011-2012","Democratic","2011-2012",36,27,9,26,"PAC000040",2,0,"committee:referred",1,3,0,3
"3358","HB-1728-2011-2012","Republican","2011-2012",0,0,0,49,"PAC000008",4,0,"bill:passed",1,0,0,0
"3359","HB-765-2011-2012","Democratic","2011-2012",18,18,0,20,"PAC000012",3,0,"committee:referred",1,1,0,1
"3360","HB-238-2011-2012","Democratic","2011-2012",19,15,4,22,"PAC000263",3,0,"committee:referred",1,2,0,2
"3361","HB-2476-2011-2012","Democratic","2011-2012",17,11,6,26,"PAC000017",4,0,"committee:referred",1,2,1,1
"3362","HB-1619-2011-2012","Republican","2011-2012",8,1,7,24,"PAC000004",4,1,"committee:passed",1,0,0,0
"3363","HB-2165-2011-2012","Democratic","2011-2012",14,11,3,22,"PAC000001",2,0,"committee:referred",1,1,0,1
"3364","HB-378-2011-2012","Republican","2011-2012",51,15,36,27,"PAC000005",2,0,"governor:signed",1,8,7,1
"3365","HB-625-2011-2012","Democratic","2011-2012",16,15,1,19,"PAC000012",1,0,"committee:referred",1,2,0,2
"3366","HB-1282-2011-2012","Democratic","2011-2012",3,3,0,52,"PAC000004",2,0,"committee:referred",1,0,0,0
"3367","HB-1348-2011-2012","Republican","2011-2012",32,7,25,41,"PAC000017",1,0,"committee:referred",1,5,4,1
"3368","HB-877-2011-2012","Democratic","2011-2012",30,24,6,23,"PAC000012",2,0,"committee:referred",1,3,1,2
"3369","HB-1933-2011-2012","Republican","2011-2012",7,1,6,114,"PAC000040",4,0,"committee:referred",1,2,2,0
"3370","HB-2598-2011-2012","Democratic","2011-2012",17,15,2,29,"PAC000016",3,0,"committee:referred",1,3,0,3
"3371","HB-600-2011-2012","Democratic","2011-2012",24,16,8,18,"PAC000004",4,0,"committee:referred",1,2,0,2
"3372","HB-2266-2011-2012","Republican","2011-2012",10,2,8,14,"PAC000001",1,0,"committee:referred",1,0,0,0
"3373","HB-2570-2011-2012","Republican","2011-2012",20,2,18,25,"PAC000012",1,0,"committee:referred",1,1,1,0
"3374","HB-2060-2011-2012","Republican","2011-2012",43,6,37,24,"PAC000001",3,0,"bill:reading:1",1,5,5,0
"3375","HB-897-2011-2012","Republican","2011-2012",30,3,27,35,"PAC000010",3,0,"committee:referred",1,1,1,0
"3376","HB-757-2011-2012","Republican","2011-2012",23,1,22,20,"PAC000244",4,0,"committee:referred",1,4,4,0
"3377","HB-2296-2011-2012","Republican","2011-2012",25,4,21,26,"PAC000099",2,0,"committee:referred",1,0,0,0
"3378","HB-2151-2011-2012","Republican","2011-2012",23,13,10,51,"PAC000215",1,1,"governor:signed",1,4,3,1
"3379","HB-2198-2011-2012","Democratic","2011-2012",14,10,4,18,"PAC000008",2,0,"committee:referred",1,0,0,0
"3380","HB-645-2011-2012","Democratic","2011-2012",22,10,12,37,"PAC000004",1,1,"committee:referred",1,3,1,2
"3381","HB-210-2011-2012","Republican","2011-2012",50,19,31,34,"PAC000035",2,1,"governor:signed",1,2,2,0
"3382","HB-129-2011-2012","Democratic","2011-2012",19,12,7,119,"PAC000012",4,0,"committee:referred",1,0,0,0
"3383","HB-595-2011-2012","Democratic","2011-2012",10,6,4,32,"PAC000004",4,0,"committee:referred",1,1,0,1
"3384","HB-2111-2011-2012","Republican","2011-2012",18,4,14,23,"PAC000008",2,0,"committee:referred",1,2,2,0
"3385","HB-2419-2011-2012","Republican","2011-2012",4,2,2,21,"PAC000004",4,0,"committee:referred",1,0,0,0
"3386","HB-2518-2011-2012","Republican","2011-2012",28,11,17,21,"PAC000012",3,0,"committee:referred",1,1,1,0
"3387","HB-619-2011-2012","Democratic","2011-2012",36,21,15,32,"PAC000005",1,0,"committee:referred",1,6,4,2
