"bill_id","sponsor_party","session","num_cosponsors","num_d_cosponsors","num_r_cosponsors","title_word_count","originating_committee","day.of.week.introduced","num_amendments","status","is_sponsor_in_leadership","num_originating_committee_cosponsors","num_originating_committee_cosponsors_r","num_originating_committee_cosponsors_d"
"526","HB-180-2009-2010","Democratic","2009-2010",27,14,13,18,"PAC000019",1,0,"committee:referred",0,1,0,1
"527","HB-1426-2009-2010","Democratic","2009-2010",8,7,1,30,"PAC000004",1,0,"committee:referred",0,0,0,0
"528","HB-2372-2009-2010","Republican","2009-2010",32,16,16,21,"",4,1,"committee:referred",0,0,0,0
"529","HB-1045-2009-2010","Democratic","2009-2010",4,4,0,22,"PAC000004",1,0,"committee:referred",0,0,0,0
"530","HB-638-2009-2010","Republican","2009-2010",37,12,25,21,"PAC000005",5,0,"committee:referred",0,4,2,2
"531","HB-1691-2009-2010","Democratic","2009-2010",0,0,0,20,"PAC000008",5,1,"committee:referred",0,0,0,0
"532","HB-1599-2009-2010","Republican","2009-2010",17,6,11,33,"PAC000004",3,0,"committee:referred",0,0,0,0
"533","HB-1791-2009-2010","Democratic","2009-2010",29,23,6,32,"PAC000010",1,0,"committee:referred",0,1,1,0
"534","HB-1289-2009-2010","Democratic","2009-2010",29,26,3,40,"PAC000007",1,2,"committee:referred",0,1,0,1
"535","HB-1519-2009-2010","Republican","2009-2010",6,4,2,114,"PAC000007",2,2,"committee:referred",0,1,0,1
"536","HB-1250-2009-2010","Democratic","2009-2010",12,11,1,89,"PAC000229",1,1,"bill:passed",0,1,0,1
"537","HB-1990-2009-2010","Republican","2009-2010",107,31,76,34,"PAC000007",2,0,"bill:passed",0,5,4,1
"538","HB-819-2009-2010","Republican","2009-2010",50,6,44,39,"PAC000016",2,0,"committee:referred",0,5,5,0
"539","HB-2640-2009-2010","Democratic","2009-2010",14,14,0,57,"PAC000244",5,0,"committee:referred",0,1,0,1
"540","HB-522-2009-2010","Democratic","2009-2010",6,3,3,26,"PAC000129",4,0,"committee:referred",0,0,0,0
"541","HB-1413-2009-2010","Democratic","2009-2010",34,22,12,19,"PAC000001",1,0,"committee:referred",0,0,0,0
"542","HB-1788-2009-2010","Republican","2009-2010",8,1,7,36,"PAC000015",5,0,"committee:referred",0,0,0,0
"543","HB-2004-2009-2010","Democratic","2009-2010",22,12,10,38,"PAC000010",5,0,"committee:referred",0,2,1,1
"544","HB-250-2009-2010","Democratic","2009-2010",64,36,28,17,"PAC000005",3,2,"committee:referred",0,7,5,2
"545","HB-1234-2009-2010","Republican","2009-2010",21,7,14,22,"PAC000004",3,0,"committee:referred",0,0,0,0
"546","HB-551-2009-2010","Republican","2009-2010",22,2,20,26,"PAC000017",1,0,"committee:referred",0,1,1,0
"547","HB-1181-2009-2010","Democratic","2009-2010",43,29,14,20,"",5,0,"committee:referred",0,0,0,0
"548","HB-2539-2009-2010","Democratic","2009-2010",11,9,2,24,"PAC000008",3,0,"committee:referred",0,2,1,1
"549","HB-1144-2009-2010","Republican","2009-2010",60,24,36,21,"PAC000004",5,1,"committee:referred",0,3,1,2
"550","HB-61-2009-2010","Democratic","2009-2010",25,18,7,20,"PAC000001",1,0,"committee:referred",0,1,0,1
"551","HB-2215-2009-2010","Democratic","2009-2010",2,2,0,21,"PAC000012",3,0,"committee:referred",0,0,0,0
"552","HB-2339-2009-2010","Democratic","2009-2010",0,0,0,34,"PAC000012",4,0,"committee:referred",0,0,0,0
"553","HB-1435-2009-2010","Republican","2009-2010",13,5,8,17,"PAC000004",2,0,"committee:referred",0,0,0,0
"554","HB-1397-2009-2010","Democratic","2009-2010",17,13,4,42,"PAC000007",4,0,"committee:referred",0,2,0,2
"555","HB-1178-2009-2010","Republican","2009-2010",29,9,20,27,"PAC000016",5,0,"committee:referred",0,2,2,0
"556","HB-879-2009-2010","Republican","2009-2010",61,19,42,24,"PAC000016",3,0,"committee:referred",0,3,3,0
"557","HB-794-2009-2010","Democratic","2009-2010",32,30,2,33,"PAC000017",1,1,"committee:referred",0,3,0,3
"558","HB-2291-2009-2010","Democratic","2009-2010",0,0,0,183,"PAC000008",1,1,"governor:signed",0,0,0,0
"559","HB-1879-2009-2010","Republican","2009-2010",21,5,16,14,"PAC000229",3,0,"committee:referred",0,3,3,0
"560","HB-2323-2009-2010","Democratic","2009-2010",44,39,5,29,"PAC000129",5,0,"committee:referred",0,3,0,3
"561","HB-292-2009-2010","Republican","2009-2010",45,19,26,45,"PAC000004",5,0,"committee:referred",0,1,1,0
"562","HB-2435-2009-2010","Democratic","2009-2010",3,3,0,128,"PAC000008",2,0,"bill:reading:1",0,0,0,0
"563","HB-1438-2009-2010","Republican","2009-2010",9,1,8,22,"PAC000019",2,0,"committee:referred",0,0,0,0
"564","HB-1467-2009-2010","Republican","2009-2010",9,2,7,25,"PAC000016",5,0,"committee:referred",0,3,3,0
"565","HB-336-2009-2010","Republican","2009-2010",25,9,16,21,"PAC000012",2,0,"committee:referred",0,1,0,1
"566","HB-2573-2009-2010","Democratic","2009-2010",15,15,0,12,"PAC000129",4,1,"committee:passed",0,4,0,4
"567","HB-1294-2009-2010","Republican","2009-2010",24,10,14,20,"PAC000019",1,0,"committee:referred",0,4,2,2
"568","HB-2041-2009-2010","Democratic","2009-2010",14,12,2,10,"PAC000129",5,3,"bill:reading:1",0,2,1,1
"569","HB-1679-2009-2010","Democratic","2009-2010",49,34,15,37,"",5,1,"committee:referred",0,0,0,0
"570","HB-2307-2009-2010","Democratic","2009-2010",13,11,2,68,"PAC000016",5,0,"committee:referred",0,1,0,1
"571","HB-1107-2009-2010","Democratic","2009-2010",11,7,4,22,"PAC000129",3,0,"committee:referred",0,0,0,0
"572","HB-369-2009-2010","Democratic","2009-2010",23,18,5,27,"PAC000015",5,0,"committee:referred",0,2,1,1
"573","HB-947-2009-2010","Democratic","2009-2010",19,14,5,34,"PAC000190",2,0,"committee:referred",0,0,0,0
"574","HB-500-2009-2010","Republican","2009-2010",17,4,13,40,"PAC000001",3,0,"committee:referred",0,2,2,0
"575","HB-2194-2009-2010","Republican","2009-2010",10,2,8,18,"PAC000005",3,0,"bill:reading:2",0,0,0,0
"576","HB-2747-2009-2010","Democratic","2009-2010",5,5,0,16,"PAC000004",3,0,"committee:referred",0,2,0,2
"577","HB-128-2009-2010","Republican","2009-2010",33,17,16,19,"PAC000012",5,0,"committee:referred",0,0,0,0
"578","HB-1089-2009-2010","Democratic","2009-2010",45,37,8,43,"PAC000129",2,1,"governor:signed",0,4,1,3
"579","HB-2525-2009-2010","Democratic","2009-2010",18,17,1,43,"PAC000007",1,0,"committee:referred",0,0,0,0
"580","HB-2671-2009-2010","Republican","2009-2010",17,2,15,89,"PAC000190",2,0,"committee:referred",0,0,0,0
"581","HB-915-2009-2010","Republican","2009-2010",22,3,19,17,"PAC000016",5,0,"committee:referred",0,1,1,0
"582","HB-1167-2009-2010","Republican","2009-2010",47,14,33,26,"PAC000016",3,0,"committee:referred",0,4,3,1
"583","HB-1228-2009-2010","Republican","2009-2010",17,1,16,29,"PAC000129",2,0,"committee:referred",0,1,1,0
"584","HB-1847-2009-2010","Democratic","2009-2010",26,11,15,57,"PAC000010",5,1,"governor:signed",0,4,3,1
"585","HB-1607-2009-2010","Democratic","2009-2010",33,17,16,89,"PAC000004",3,2,"governor:signed",0,2,0,2
"586","HB-839-2009-2010","Democratic","2009-2010",36,27,9,27,"PAC000129",2,0,"committee:referred",0,0,0,0
"587","HB-1360-2009-2010","Democratic","2009-2010",26,26,0,12,"PAC000016",1,0,"committee:referred",0,2,0,2
"588","HB-2505-2009-2010","Democratic","2009-2010",15,12,3,31,"PAC000001",2,0,"committee:referred",0,1,1,0
"589","HB-43-2009-2010","Republican","2009-2010",67,41,26,24,"PAC000010",1,1,"bill:reading:1",0,4,2,2
"590","HB-846-2009-2010","Republican","2009-2010",25,7,18,11,"PAC000016",3,0,"committee:referred",0,4,3,1
"591","HB-2513-2009-2010","Democratic","2009-2010",32,16,16,43,"PAC000001",3,0,"committee:referred",0,2,2,0
"592","HB-2605-2009-2010","Democratic","2009-2010",3,3,0,37,"PAC000004",3,0,"committee:referred",0,0,0,0
"593","HB-660-2009-2010","Republican","2009-2010",18,5,13,35,"PAC000015",5,0,"committee:referred",0,1,1,0
"594","HB-2421-2009-2010","Republican","2009-2010",31,8,23,15,"PAC000012",4,0,"committee:referred",0,2,2,0
"595","HB-2722-2009-2010","Republican","2009-2010",10,0,10,21,"PAC000012",2,0,"committee:referred",0,0,0,0
"596","HB-1534-2009-2010","Republican","2009-2010",41,11,30,34,"PAC000004",2,0,"committee:referred",0,1,1,0
"597","HB-533-2009-2010","Democratic","2009-2010",7,6,1,31,"PAC000004",4,0,"committee:referred",0,0,0,0
"598","HB-1021-2009-2010","Republican","2009-2010",41,4,37,32,"PAC000246",2,0,"committee:referred",0,0,0,0
"599","HB-425-2009-2010","Republican","2009-2010",36,4,32,33,"PAC000035",5,0,"committee:referred",0,3,3,0
"600","HB-407-2009-2010","Republican","2009-2010",34,0,34,27,"PAC000016",5,0,"committee:referred",0,5,5,0
"601","HB-2312-2009-2010","Democratic","2009-2010",14,9,5,36,"PAC000004",5,0,"committee:referred",0,1,0,1
"602","HB-182-2009-2010","Republican","2009-2010",46,12,34,23,"PAC000004",1,0,"committee:referred",0,2,2,0
"603","HB-2077-2009-2010","Democratic","2009-2010",8,7,1,19,"PAC000017",4,0,"committee:referred",0,0,0,0
"604","HB-1780-2009-2010","Democratic","2009-2010",26,12,14,24,"",5,0,"committee:referred",0,0,0,0
"605","HB-549-2009-2010","Republican","2009-2010",26,7,19,25,"PAC000004",1,0,"committee:referred",0,0,0,0
"606","HB-1025-2009-2010","Republican","2009-2010",19,5,14,16,"PAC000001",4,0,"committee:referred",0,3,3,0
"607","HB-241-2009-2010","Democratic","2009-2010",17,17,0,35,"PAC000012",3,0,"committee:referred",0,1,0,1
"608","HB-2437-2009-2010","Democratic","2009-2010",0,0,0,22,"PAC000001",3,0,"committee:referred",0,0,0,0
"609","HB-223-2009-2010","Republican","2009-2010",49,12,37,22,"PAC000012",2,0,"committee:referred",0,1,1,0
"610","HB-1310-2009-2010","Republican","2009-2010",24,3,21,29,"PAC000244",1,0,"committee:referred",0,4,4,0
"611","HB-945-2009-2010","Democratic","2009-2010",15,9,6,39,"PAC000016",2,0,"committee:referred",0,0,0,0
"612","HB-2607-2009-2010","Democratic","2009-2010",0,0,0,41,"PAC000008",4,0,"committee:referred",0,0,0,0
"613","HB-1636-2009-2010","Republican","2009-2010",58,1,57,30,"PAC000012",2,0,"committee:referred",0,4,4,0
"614","HB-2738-2009-2010","Democratic","2009-2010",12,12,0,36,"PAC000016",5,0,"committee:referred",0,1,0,1
"615","HB-1701-2009-2010","Democratic","2009-2010",0,0,0,13,"PAC000008",5,0,"bill:reading:2",0,0,0,0
"616","HB-2048-2009-2010","Democratic","2009-2010",16,15,1,23,"",3,0,"committee:referred",0,0,0,0
"617","HB-2131-2009-2010","Republican","2009-2010",1,0,1,27,"PAC000215",5,0,"committee:referred",0,0,0,0
"618","HB-226-2009-2010","Republican","2009-2010",29,19,10,25,"PAC000017",2,0,"committee:referred",0,2,1,1
"619","HB-2708-2009-2010","Republican","2009-2010",10,0,10,71,"PAC000012",2,0,"committee:referred",0,0,0,0
"620","HB-2254-2009-2010","Democratic","2009-2010",16,7,9,23,"PAC000004",2,0,"committee:referred",0,1,1,0
"621","HB-1314-2009-2010","Republican","2009-2010",16,0,16,36,"PAC000012",2,0,"committee:referred",0,2,2,0
"622","HB-1192-2009-2010","Democratic","2009-2010",10,8,2,24,"PAC000246",5,0,"committee:referred",0,1,1,0
"623","HB-2651-2009-2010","Democratic","2009-2010",22,14,8,27,"PAC000244",3,0,"committee:referred",0,1,1,0
"624","HB-640-2009-2010","Republican","2009-2010",17,4,13,34,"PAC000016",5,0,"committee:referred",0,1,1,0
"625","HB-1208-2009-2010","Republican","2009-2010",37,11,26,30,"PAC000035",5,0,"committee:referred",0,3,3,0
"626","HB-2082-2009-2010","Democratic","2009-2010",18,12,6,19,"PAC000099",4,0,"committee:referred",0,1,1,0
"627","HB-1277-2009-2010","","2009-2010",29,15,14,16,"PAC000016",4,0,"committee:referred",0,0,0,0
"628","HB-1998-2009-2010","Democratic","2009-2010",6,6,0,23,"PAC000004",2,0,"committee:referred",0,1,0,1
"629","HB-255-2009-2010","Republican","2009-2010",25,9,16,30,"PAC000229",4,1,"committee:passed",0,5,3,2
"630","HB-349-2009-2010","Republican","2009-2010",26,11,15,27,"PAC000017",2,0,"committee:referred",0,2,2,0
"631","HB-207-2009-2010","Republican","2009-2010",10,5,5,24,"PAC000141",1,0,"committee:referred",0,0,0,0
"632","HB-1622-2009-2010","Republican","2009-2010",10,3,7,29,"PAC000040",5,0,"committee:referred",0,0,0,0
"633","HB-2621-2009-2010","Republican","2009-2010",65,14,51,18,"PAC000001",3,0,"committee:referred",0,5,5,0
"634","HB-2492-2009-2010","Democratic","2009-2010",25,23,2,16,"",4,1,"committee:passed",0,0,0,0
"635","HB-2113-2009-2010","Democratic","2009-2010",17,11,6,28,"PAC000012",5,0,"committee:referred",0,0,0,0
"636","HB-2299-2009-2010","Democratic","2009-2010",22,15,7,32,"PAC000012",2,0,"committee:referred",0,1,0,1
"637","HB-2065-2009-2010","Democratic","2009-2010",14,12,2,66,"PAC000229",4,0,"committee:referred",0,1,0,1
"638","HB-1662-2009-2010","Republican","2009-2010",2,0,2,27,"PAC000141",3,0,"committee:referred",0,0,0,0
"639","HB-7-2009-2010","Democratic","2009-2010",47,35,12,16,"PAC000017",2,0,"committee:referred",0,3,1,2
"640","HB-2451-2009-2010","Democratic","2009-2010",21,17,4,29,"PAC000017",5,0,"committee:referred",0,1,0,1
"641","HB-2434-2009-2010","Democratic","2009-2010",12,11,1,30,"PAC000246",2,0,"committee:referred",0,0,0,0
"642","HB-1336-2009-2010","Democratic","2009-2010",43,25,18,30,"PAC000017",3,1,"committee:referred",0,1,0,1
"643","HB-2028-2009-2010","Democratic","2009-2010",14,10,4,20,"PAC000001",5,0,"committee:referred",0,1,0,1
"644","HB-466-2009-2010","Democratic","2009-2010",8,5,3,22,"PAC000004",3,0,"committee:referred",0,0,0,0
"645","HB-586-2009-2010","Democratic","2009-2010",17,13,4,36,"PAC000001",2,0,"committee:referred",0,3,2,1
"646","HB-2761-2009-2010","Republican","2009-2010",16,3,13,175,"PAC000001",5,0,"committee:referred",0,0,0,0
"647","HB-2733-2009-2010","Democratic","2009-2010",9,9,0,106,"PAC000017",2,1,"committee:referred",0,0,0,0
"648","HB-2347-2009-2010","Democratic","2009-2010",4,2,2,30,"PAC000007",4,0,"committee:referred",0,0,0,0
"649","HB-2620-2009-2010","Republican","2009-2010",26,4,22,19,"PAC000004",3,0,"bill:reading:1",0,2,1,1
"650","HB-2572-2009-2010","Democratic","2009-2010",22,21,1,28,"PAC000099",4,1,"bill:passed",0,1,0,1
"651","HB-468-2009-2010","Democratic","2009-2010",34,27,7,51,"PAC000005",3,1,"committee:referred",0,1,1,0
"652","HB-1551-2009-2010","","2009-2010",15,11,4,23,"PAC000229",5,0,"governor:signed",0,1,1,0
"653","HB-1864-2009-2010","Democratic","2009-2010",11,8,3,27,"PAC000246",4,0,"committee:referred",0,1,1,0
"654","HB-2583-2009-2010","Democratic","2009-2010",49,45,4,24,"PAC000016",3,0,"committee:referred",0,1,0,1
"655","HB-1655-2009-2010","Democratic","2009-2010",1,0,1,29,"PAC000190",3,0,"committee:referred",0,1,1,0
"656","HB-2408-2009-2010","Democratic","2009-2010",27,16,11,20,"PAC000012",1,0,"committee:referred",0,1,1,0
"657","HB-633-2009-2010","Republican","2009-2010",5,1,4,27,"PAC000165",4,0,"committee:referred",0,0,0,0
"658","HB-2414-2009-2010","Democratic","2009-2010",18,11,7,16,"PAC000001",3,0,"committee:referred",0,0,0,0
"659","HB-1492-2009-2010","Republican","2009-2010",1,1,0,26,"",3,0,"committee:referred",0,0,0,0
"660","HB-782-2009-2010","Republican","2009-2010",36,7,29,23,"",5,0,"committee:referred",0,0,0,0
"661","HB-2000-2009-2010","Republican","2009-2010",15,1,14,25,"PAC000007",2,0,"committee:referred",0,1,1,0
"662","HB-1151-2009-2010","Democratic","2009-2010",42,34,8,27,"PAC000001",2,0,"committee:referred",0,2,1,1
"663","HB-615-2009-2010","Republican","2009-2010",35,5,30,45,"PAC000016",2,0,"committee:referred",0,3,3,0
"664","HB-2062-2009-2010","Republican","2009-2010",38,15,23,27,"PAC000035",4,0,"committee:referred",0,3,3,0
"665","HB-280-2009-2010","","2009-2010",48,29,19,45,"PAC000012",5,0,"committee:referred",0,1,0,1
"666","HB-16-2009-2010","Democratic","2009-2010",41,29,12,27,"PAC000017",2,0,"committee:referred",0,3,1,2
"667","HB-1675-2009-2010","Democratic","2009-2010",21,16,5,24,"PAC000016",5,1,"committee:referred",0,2,0,2
"668","HB-2750-2009-2010","Democratic","2009-2010",12,10,2,26,"PAC000246",3,0,"committee:referred",0,0,0,0
"669","HB-232-2009-2010","Republican","2009-2010",11,2,9,22,"PAC000012",3,0,"committee:referred",0,0,0,0
"670","HB-1812-2009-2010","Democratic","2009-2010",62,32,30,24,"PAC000141",3,0,"committee:referred",0,4,2,2
"671","HB-2633-2009-2010","Democratic","2009-2010",17,11,6,37,"PAC000246",4,0,"bill:reading:1",0,2,2,0
"672","HB-228-2009-2010","Democratic","2009-2010",15,7,8,29,"PAC000012",2,0,"committee:referred",0,1,1,0
"673","HB-120-2009-2010","Republican","2009-2010",4,1,3,141,"PAC000004",5,1,"committee:referred",0,1,0,1
"674","HB-233-2009-2010","Republican","2009-2010",19,5,14,22,"PAC000004",3,0,"committee:referred",0,1,1,0
"675","HB-426-2009-2010","Republican","2009-2010",4,2,2,27,"PAC000099",5,0,"committee:referred",0,0,0,0
"676","HB-1168-2009-2010","Republican","2009-2010",20,9,11,23,"PAC000010",3,0,"committee:referred",0,0,0,0
"677","HB-2093-2009-2010","Republican","2009-2010",31,3,28,19,"PAC000001",2,0,"committee:referred",0,2,2,0
"678","HB-1462-2009-2010","Democratic","2009-2010",33,25,8,75,"PAC000005",4,0,"committee:referred",0,2,1,1
"679","HB-2244-2009-2010","Democratic","2009-2010",14,12,2,23,"PAC000004",3,0,"committee:referred",0,0,0,0
"680","HB-733-2009-2010","Democratic","2009-2010",2,1,1,36,"PAC000012",4,0,"committee:referred",0,0,0,0
"681","HB-2117-2009-2010","Democratic","2009-2010",12,9,3,47,"PAC000001",5,0,"committee:referred",0,1,1,0
"682","HB-112-2009-2010","Republican","2009-2010",31,1,30,37,"PAC000010",5,0,"committee:referred",0,2,2,0
"683","HB-519-2009-2010","Republican","2009-2010",35,8,27,16,"PAC000001",4,0,"committee:referred",0,4,4,0
"684","HB-473-2009-2010","Democratic","2009-2010",13,11,2,36,"PAC000010",3,0,"committee:referred",0,0,0,0
"685","HB-2007-2009-2010","Democratic","2009-2010",35,27,8,23,"PAC000129",1,0,"committee:referred",0,5,1,4
"686","HB-2222-2009-2010","Democratic","2009-2010",12,7,5,41,"",1,0,"committee:referred",0,0,0,0
"687","HB-1371-2009-2010","Republican","2009-2010",30,15,15,17,"PAC000004",2,0,"committee:referred",0,2,1,1
"688","HB-1916-2009-2010","Republican","2009-2010",43,5,38,21,"PAC000012",5,0,"committee:referred",0,2,2,0
"689","HB-1732-2009-2010","Republican","2009-2010",24,1,23,28,"PAC000001",3,0,"committee:referred",0,1,1,0
"690","HB-1580-2009-2010","Democratic","2009-2010",21,15,6,24,"PAC000007",4,0,"committee:referred",0,1,0,1
"691","HB-2260-2009-2010","Democratic","2009-2010",43,35,8,36,"PAC000015",4,1,"committee:referred",0,2,0,2
"692","HB-356-2009-2010","Republican","2009-2010",38,15,23,106,"PAC000004",3,0,"committee:referred",0,0,0,0
"693","HB-1654-2009-2010","Democratic","2009-2010",1,0,1,86,"PAC000190",3,1,"governor:signed",0,0,0,0
"694","HB-1109-2009-2010","Republican","2009-2010",19,6,13,22,"PAC000004",3,0,"committee:referred",0,0,0,0
"695","HB-956-2009-2010","Democratic","2009-2010",16,16,0,27,"PAC000190",2,0,"committee:referred",0,0,0,0
"696","HB-430-2009-2010","Republican","2009-2010",18,7,11,25,"PAC000001",5,0,"committee:referred",0,0,0,0
"697","HB-415-2009-2010","Democratic","2009-2010",19,16,3,17,"PAC000001",5,0,"committee:referred",0,0,0,0
"698","HB-458-2009-2010","Republican","2009-2010",31,7,24,23,"PAC000001",5,1,"governor:signed",0,3,3,0
"699","HB-779-2009-2010","Democratic","2009-2010",25,20,5,21,"PAC000019",3,0,"committee:referred",0,6,2,4
"700","HB-1055-2009-2010","Democratic","2009-2010",9,7,2,21,"PAC000246",1,2,"committee:referred",0,0,0,0
"701","HB-2395-2009-2010","Republican","2009-2010",70,24,46,32,"PAC000017",4,0,"committee:referred",0,6,3,3
"702","HB-1066-2009-2010","Democratic","2009-2010",34,22,12,25,"PAC000005",2,0,"committee:referred",1,3,2,1
"703","HB-942-2009-2010","Democratic","2009-2010",24,19,5,30,"PAC000190",2,0,"committee:referred",0,0,0,0
"704","HB-2585-2009-2010","Democratic","2009-2010",42,19,23,40,"",2,0,"committee:referred",0,0,0,0
"705","HB-1620-2009-2010","Democratic","2009-2010",13,8,5,15,"PAC000019",5,0,"committee:referred",0,2,1,1
"706","HB-527-2009-2010","Democratic","2009-2010",34,29,5,31,"PAC000129",4,0,"committee:referred",0,1,0,1
"707","HB-2387-2009-2010","Republican","2009-2010",23,5,18,27,"PAC000010",3,0,"committee:referred",0,3,3,0
"708","HB-2530-2009-2010","Democratic","2009-2010",0,0,0,14,"PAC000008",3,0,"committee:referred",0,0,0,0
"709","HB-1385-2009-2010","Republican","2009-2010",67,25,42,36,"PAC000016",3,0,"committee:referred",0,3,2,1
"710","HB-1694-2009-2010","Democratic","2009-2010",0,0,0,24,"PAC000008",5,0,"bill:reading:2",0,0,0,0
"711","HB-123-2009-2010","Republican","2009-2010",25,13,12,21,"PAC000004",5,2,"bill:reading:1",0,2,1,1
"712","HB-2303-2009-2010","Democratic","2009-2010",39,27,12,19,"PAC000001",2,1,"committee:referred",0,1,1,0
"713","HB-1150-2009-2010","Republican","2009-2010",18,6,12,29,"PAC000015",2,0,"committee:referred",0,0,0,0
"714","HB-2772-2009-2010","Republican","2009-2010",18,8,10,35,"PAC000010",4,0,"committee:referred",0,2,2,0
"715","HB-2289-2009-2010","Democratic","2009-2010",0,0,0,134,"PAC000008",5,1,"governor:signed",0,0,0,0
"716","HB-2137-2009-2010","Democratic","2009-2010",27,22,5,34,"",2,0,"committee:referred",0,0,0,0
"717","HB-887-2009-2010","Republican","2009-2010",24,7,17,39,"PAC000004",4,0,"committee:referred",0,1,1,0
"718","HB-296-2009-2010","Democratic","2009-2010",47,28,19,67,"PAC000004",1,0,"committee:referred",0,1,0,1
"719","HB-2110-2009-2010","Democratic","2009-2010",45,27,18,27,"PAC000005",1,0,"committee:referred",0,6,4,2
"720","HB-1159-2009-2010","Republican","2009-2010",33,6,27,33,"PAC000016",2,0,"committee:referred",0,3,2,1
"721","HB-1270-2009-2010","","2009-2010",56,16,40,29,"PAC000004",4,0,"committee:referred",0,5,3,2
"722","HB-850-2009-2010","Republican","2009-2010",30,1,29,20,"PAC000004",3,0,"committee:referred",0,1,1,0
"723","HB-1764-2009-2010","Democratic","2009-2010",7,4,3,26,"PAC000229",2,1,"bill:reading:1",0,0,0,0
"724","HB-129-2009-2010","Republican","2009-2010",4,0,4,50,"PAC000007",5,0,"committee:referred",0,0,0,0
"725","HB-595-2009-2010","Republican","2009-2010",23,4,19,22,"PAC000007",4,0,"committee:referred",0,1,1,0
"726","HB-2111-2009-2010","Republican","2009-2010",27,2,25,16,"PAC000008",1,0,"committee:referred",0,7,6,1
"727","HB-2419-2009-2010","Republican","2009-2010",49,11,38,21,"",4,0,"committee:referred",0,0,0,0
"728","HB-2518-2009-2010","Democratic","2009-2010",21,21,0,32,"PAC000017",3,0,"committee:referred",0,2,0,2
"729","HB-619-2009-2010","Democratic","2009-2010",22,16,6,8,"PAC000012",4,0,"committee:referred",0,2,1,1
"730","HB-2674-2009-2010","Democratic","2009-2010",27,23,4,27,"PAC000016",4,0,"committee:referred",0,1,0,1
"731","HB-1860-2009-2010","Republican","2009-2010",21,10,11,20,"PAC000040",3,1,"committee:referred",0,0,0,0
"732","HB-2720-2009-2010","Republican","2009-2010",10,0,10,44,"PAC000012",2,0,"committee:referred",0,0,0,0
"733","HB-749-2009-2010","Republican","2009-2010",59,22,37,18,"PAC000004",4,0,"committee:referred",0,3,2,1
"734","HB-554-2009-2010","Republican","2009-2010",24,0,24,17,"PAC000244",1,0,"committee:referred",0,3,3,0
"735","HB-1505-2009-2010","Republican","2009-2010",64,22,42,18,"PAC000005",3,0,"committee:referred",0,6,4,2
"736","HB-446-2009-2010","Democratic","2009-2010",30,19,11,25,"PAC000016",5,0,"committee:referred",0,3,1,2
"737","HB-556-2009-2010","Republican","2009-2010",11,8,3,38,"PAC000017",1,0,"committee:referred",0,1,0,1
"738","HB-1553-2009-2010","Republican","2009-2010",19,4,15,17,"",5,0,"committee:referred",0,0,0,0
"739","HB-899-2009-2010","Republican","2009-2010",53,17,36,29,"PAC000129",4,0,"committee:referred",0,4,4,0
"740","HB-2626-2009-2010","Democratic","2009-2010",24,16,8,16,"PAC000012",3,0,"committee:referred",0,0,0,0
"741","HB-92-2009-2010","Democratic","2009-2010",16,11,5,22,"PAC000019",3,1,"governor:signed",0,3,1,2
"742","HB-1647-2009-2010","Democratic","2009-2010",35,26,9,28,"PAC000017",2,0,"committee:referred",0,4,2,2
"743","HB-1420-2009-2010","Democratic","2009-2010",0,0,0,47,"PAC000008",1,0,"bill:passed",0,0,0,0
"744","HB-2144-2009-2010","Democratic","2009-2010",18,15,3,29,"PAC000012",2,0,"committee:referred",0,0,0,0
"745","HB-1230-2009-2010","Republican","2009-2010",64,0,64,20,"PAC000004",2,0,"committee:referred",0,6,6,0
"746","HB-1491-2009-2010","Republican","2009-2010",38,9,29,13,"PAC000012",3,0,"committee:referred",0,1,1,0
"747","HB-2493-2009-2010","Democratic","2009-2010",1,1,0,51,"PAC000008",3,2,"governor:signed",0,0,0,0
"748","HB-2469-2009-2010","Republican","2009-2010",27,8,19,20,"PAC000004",4,0,"committee:referred",0,2,1,1
"749","HB-387-2009-2010","Republican","2009-2010",18,6,12,20,"PAC000004",5,1,"committee:referred",0,0,0,0
"750","HB-1450-2009-2010","Democratic","2009-2010",17,13,4,89,"PAC000010",3,1,"committee:referred",0,2,1,1
"751","HB-852-2009-2010","Republican","2009-2010",36,1,35,87,"PAC000244",3,0,"committee:referred",0,4,4,0
"752","HB-2660-2009-2010","Democratic","2009-2010",2,2,0,15,"PAC000004",1,0,"committee:referred",0,0,0,0
"753","HB-143-2009-2010","Democratic","2009-2010",19,11,8,82,"PAC000005",5,0,"committee:referred",0,1,1,0
"754","HB-2173-2009-2010","Democratic","2009-2010",15,12,3,19,"PAC000016",2,0,"committee:referred",0,0,0,0
"755","HB-1526-2009-2010","Democratic","2009-2010",10,4,6,55,"PAC000007",2,0,"committee:referred",0,2,1,1
"756","HB-1174-2009-2010","Republican","2009-2010",31,1,30,29,"PAC000016",5,0,"committee:referred",0,2,2,0
"757","HB-1076-2009-2010","Democratic","2009-2010",4,4,0,24,"PAC000017",2,0,"committee:referred",0,0,0,0
"758","HB-1476-2009-2010","Democratic","2009-2010",17,13,4,62,"PAC000129",5,1,"committee:referred",0,0,0,0
"759","HB-2012-2009-2010","Republican","2009-2010",20,4,16,26,"PAC000141",1,0,"committee:referred",0,0,0,0
"760","HB-2033-2009-2010","Republican","2009-2010",43,5,38,47,"PAC000012",3,0,"committee:referred",0,4,4,0
