"county","state","total_votes_12","dem12_frac","rep12_frac","total_population","registered_voters","reg_vote_frac","turnout","hs_diploma_degree","median_income","poverty_frac","caucasian_frac","gini_coefficient","median_age","adult_smoking","uninsured","unemployment","violent_crime","homicide_rate","infant_mortality","african_american_frac","latino_frac","bachelors_degree","graduate_degree","competitive_state_08","margin_state_08"
"Osage","Missouri",6919,0.212892036421448,0.770198005492123,13649.5,9555,0.700025641964907,0.724123495552067,0.86,"High",0.109,0.9805,0.394,39.6,0.121,0.164,0.052,180.91,13.422,9.12,0.0065,0.0065,0.132,0.039,TRUE,0.00133426546173687
"Ozark","Missouri",4453,0.283179878733438,0.691668538064226,9541.5,7010,0.734685322014358,0.635235378031384,0.787,"Low",0.167,0.964,0.401,47.9,0.2766,0.237,0.081,174.37,11.872,14.54,0.001,0.011,0.111,0.047,TRUE,0.00133426546173687
"Pemiscot","Missouri",6335,0.42162588792423,0.567955801104972,18441,12017,0.651645789273901,0.527169842722809,0.701,"Low",0.317,0.7045,0.459,36.3,0.331,0.155,0.081,727.09,10.65,10.4,0.26,0.0205,0.098,0.042,TRUE,0.00133426546173687
"Perry","Missouri",7987,0.273444347063979,0.709778389883561,18804.5,12487,0.664043181153447,0.639625210218627,0.805,"Medium",0.0985,0.965,0.395,39.1,0.164,0.156,0.047,158.39,6.986,8.92,0.004,0.014,0.122,0.036,TRUE,0.00133426546173687
"Pettis","Missouri",17175,0.343755458515284,0.631266375545852,41495,26078,0.628461260392818,0.65860111971777,0.813,"Low",0.1585,0.87,0.424,37,0.248,0.197,0.069,439,4.978,7.7,0.029,0.072,0.158,0.059,TRUE,0.00133426546173687
"Phelps","Missouri",18190,0.318746564046179,0.653930731170973,43702.5,28566,0.653646816543676,0.636770986487433,0.859,"Low",0.189,0.9105,0.465,34.1,0.267,0.18,0.064,321.93,4.22,7.3,0.0215,0.019,0.253,0.105,TRUE,0.00133426546173687
"Pike","Missouri",7321,0.352684059554706,0.625187815872149,18515,11394,0.615392924655685,0.642531156749166,0.795,"Medium",0.128,0.879,0.414,40.1,0.274,0.177,0.067,223.05,7.43,9.5,0.075,0.0235,0.126,0.033,TRUE,0.00133426546173687
"Platte","Missouri",45552,0.420947488584475,0.562390235335441,88391.5,65286,0.738600431036921,0.697729988052569,0.941,"High",0.069,0.857,0.408,38.2,0.163,0.104,0.056,446.97,3.18,5.3,0.0505,0.046,0.369,0.122,TRUE,0.00133426546173687
"Polk","Missouri",13119,0.272886652946109,0.705236679624971,30560,20079,0.657035340314136,0.653369191692813,0.795,"Low",0.2155,0.9235,0.431,37.7,0.166,0.191,0.074,419.59,4.848,7.52,0.006,0.0185,0.166,0.059,TRUE,0.00133426546173687
"Pulaski","Missouri",13571,0.309409770834868,0.669957998673642,48479,22265,0.459271024567338,0.609521670783741,0.881,"Low",0.138,0.7385,0.386,26.6,0.23,0.173,0.082,311.76,3.27,8.4,0.1085,0.0835,0.184,0.069,TRUE,0.00133426546173687
"Putnam","Missouri",2309,0.254222607189259,0.724556084885232,4942.5,3747,0.758118361153262,0.616226314384841,0.858,"Low",0.19,0.9705,0.446,39.4,0.194,0.201,0.057,20.37,13.592,8.98,0.0025,0.0135,0.156,0.068,TRUE,0.00133426546173687
"Ralls","Missouri",5036,0.344718030182685,0.641580619539317,9929,7475,0.752845200926579,0.67371237458194,0.845,"Medium",0.097,0.9685,0.389,43.7,0.208,0.161,0.063,135.8,12.544,15.56,0.0085,0.0085,0.161,0.032,TRUE,0.00133426546173687
"Randolph","Missouri",9944,0.304806918744972,0.670454545454545,25471,15739,0.617918417023281,0.631806340936527,0.822,"Medium",0.191,0.8945,0.413,37.8,0.267,0.171,0.074,140.69,9.068,10.82,0.06,0.016,0.117,0.036,TRUE,0.00133426546173687
"Ray","Missouri",10367,0.412366161859747,0.560914440050159,23500.5,17877,0.760707218995341,0.579907143256699,0.861,"High",0.0935,0.9505,0.425,39.6,0.27,0.146,0.09,186.59,8.934,9.56,0.0135,0.016,0.135,0.058,TRUE,0.00133426546173687
"Reynolds","Missouri",3202,0.361336664584635,0.603060587133042,6531.5,5369,0.822016382148052,0.596386664183274,0.728,"Low",0.1955,0.9535,0.398,44.5,0.23,0.195,0.1,308.56,12.376,16.4,0.0075,0.007,0.067,0.032,TRUE,0.00133426546173687
"Ripley","Missouri",5263,0.265247957438723,0.711191335740072,13811.5,9352,0.677116895340839,0.562767322497861,0.706,"Low",0.245,0.957,0.405,41.6,0.471,0.204,0.081,191.69,12.706,16.4,0.0025,0.0105,0.122,0.041,TRUE,0.00133426546173687
"Saline","Missouri",9108,0.416117698726394,0.560386473429952,23059.5,15816,0.685877837767514,0.57587253414264,0.798,"Low",0.175,0.84,0.403,38,0.29,0.181,0.064,224.17,7.242,13.5,0.0535,0.078,0.177,0.061,TRUE,0.00133426546173687
"Schuyler","Missouri",1939,0.359463641052089,0.605466735430634,4268.5,2911,0.681972589902776,0.66609412572999,0.87,"Low",0.203,0.984,0.407,40.9,0.2774,0.217,0.068,46.22,11.802,9.64,0.002,0.0035,0.096,0.028,TRUE,0.00133426546173687
"Scotland","Missouri",1936,0.332128099173554,0.643595041322314,4816.5,3177,0.659607598878854,0.609379918161788,0.815,"Medium",0.2185,0.9865,0.445,42.2,0.135,0.218,0.047,145,11.43,8.02,5e-04,0.005,0.178,0.041,TRUE,0.00133426546173687
"Scott","Missouri",16999,0.301311841873051,0.683746102711924,39972,27309,0.683203242269589,0.622468783185031,0.758,"Low",0.1875,0.8525,0.446,38.6,0.243,0.16,0.066,788.82,4.248,10,0.1125,0.0165,0.137,0.044,TRUE,0.00133426546173687
"Shannon","Missouri",3692,0.352654387865655,0.612676056338028,8375.5,5383,0.642707898035938,0.685862901727661,0.764,"Low",0.2475,0.9425,0.401,41.9,0.316,0.219,0.106,181.47,14.186,15.16,0.001,0.0125,0.137,0.05,TRUE,0.00133426546173687
"Shelby","Missouri",3232,0.298886138613861,0.676980198019802,6415,4667,0.727513639906469,0.692521962716949,0.886,"Low",0.1335,0.9705,0.372,42.6,0.114,0.184,0.061,99.27,13.248,14.92,0.0035,0.013,0.134,0.048,TRUE,0.00133426546173687
"St. Charles","Missouri",185690,0.386870590769562,0.596607248640207,351523.5,256404,0.72940784897738,0.724208670691565,0.922,"High",0.048,0.898,0.373,36.6,0.166,0.099,0.06,156.75,1.83,6.2,0.04,0.0255,0.334,0.108,TRUE,0.00133426546173687
"St. Clair","Missouri",4626,0.315607436230004,0.652615650670125,9592,6820,0.711009174311927,0.678299120234604,0.829,"Low",0.166,0.9565,0.41,47.6,0.2352,0.201,0.08,166.25,11.636,15.5,0.003,0.009,0.141,0.054,TRUE,0.00133426546173687
"St. Francois","Missouri",22582,0.390975112921796,0.586661943140554,64046.5,39524,0.617114128016363,0.5713490537395,0.792,"Medium",0.1545,0.9305,0.419,38.1,0.29,0.157,0.085,243.69,2.93,7.6,0.0395,0.012,0.148,0.055,TRUE,0.00133426546173687
"Ste. Genevieve","Missouri",8070,0.472490706319703,0.502478314745973,17951.5,12992,0.723727822187561,0.621151477832512,0.811,"Medium",0.1075,0.967,0.378,42.9,0.269,0.155,0.069,307.09,9.506,9.98,0.01,0.009,0.116,0.036,TRUE,0.00133426546173687
"Stoddard","Missouri",12866,0.245064511114566,0.738069330017099,29746,20408,0.686075438714449,0.630439043512348,0.75,"Low",0.1815,0.961,0.475,40.5,0.293,0.18,0.075,197.62,4.45,8.2,0.012,0.0115,0.117,0.045,TRUE,0.00133426546173687
"Stone","Missouri",15984,0.245432932932933,0.737424924924925,31694,23446,0.739761469047769,0.681736756802866,0.834,"Low",0.153,0.9095,0.423,48.5,0.247,0.215,0.104,323.64,4.238,9.26,5e-04,0.0165,0.168,0.063,TRUE,0.00133426546173687
"Sullivan","Missouri",2595,0.34990366088632,0.620423892100193,6778,4748,0.70050162289761,0.546545914069082,0.809,"Low",0.2175,0.8135,0.423,40.3,0.435,0.224,0.055,229.79,11.766,9.8,0.0025,0.171,0.099,0.029,TRUE,0.00133426546173687
"Taney","Missouri",21659,0.252966434276744,0.726995706172954,48703.5,35376,0.726354368782531,0.612251243781095,0.866,"Low",0.141,0.9195,0.456,40.7,0.307,0.217,0.103,539.54,3.89,6.6,0.005,0.0425,0.2,0.057,TRUE,0.00133426546173687
"Texas","Missouri",10764,0.266722408026756,0.707729468599034,25242.5,16049,0.635792809745469,0.670695993519845,0.794,"Low",0.206,0.925,0.443,42.2,0.307,0.202,0.073,88.87,7.202,9.7,0.0295,0.0155,0.118,0.035,TRUE,0.00133426546173687
"Vernon","Missouri",8521,0.302781363689708,0.675742283769511,20643,13509,0.65441069611975,0.630764675401584,0.841,"Low",0.221,0.9555,0.427,40.1,0.227,0.185,0.059,437.78,8.2,8.8,0.004,0.0145,0.143,0.055,TRUE,0.00133426546173687
"Warren","Missouri",14676,0.355614608885255,0.62346688470973,31381,22340,0.7118957330869,0.656938227394808,0.83,"High",0.1215,0.932,0.421,39,0.248,0.148,0.077,289.68,5.11,7.42,0.018,0.026,0.169,0.065,TRUE,0.00133426546173687
"Washington","Missouri",8695,0.392984473835538,0.583208740655549,24712.5,14950,0.604957005563986,0.581605351170569,0.703,"Medium",0.207,0.9455,0.434,39.5,0.34,0.179,0.105,175.63,5.77,8.4,0.0225,0.0105,0.077,0.032,TRUE,0.00133426546173687
"Wayne","Missouri",5720,0.316958041958042,0.662587412587413,13057,9307,0.712797733016773,0.614591167938111,0.729,"Low",0.205,0.964,0.423,45.5,0.367,0.21,0.082,85.69,11.638,15.96,0.0025,0.008,0.087,0.026,TRUE,0.00133426546173687
"Webster","Missouri",15429,0.28576058072461,0.69401775876596,35918.5,22914,0.637944234865042,0.673343807279392,0.822,"Medium",0.1785,0.95,0.405,37.1,0.173,0.219,0.069,102.15,4.028,6.7,0.0105,0.017,0.147,0.055,TRUE,0.00133426546173687
"Worth","Missouri",1048,0.325381679389313,0.633587786259542,2114.5,1572,0.743438165050839,0.666666666666667,0.855,"Low",0.1455,0.981,0.362,47,0.2346,0.21,0.047,220.3,11.784,16.52,0.0025,0.007,0.128,0.02,TRUE,0.00133426546173687
"Wright","Missouri",7955,0.245505971087366,0.732872407291012,18448.5,13110,0.710626880234165,0.606788710907704,0.763,"Low",0.254,0.961,0.461,40.8,0.237,0.208,0.071,240.38,11.394,11.44,0.0035,0.0135,0.113,0.042,TRUE,0.00133426546173687
"Adams","Ohio",11118,0.357618276668466,0.61746717035438,28346,18306,0.64580540464263,0.607341855129466,0.747,"Low",0.23,0.969,0.466,39,0.251,0.164,0.108,42.51,8.51,7.4,0.0035,0.0085,0.107,0.047,TRUE,0.0459369169725052
"Allen","Ohio",48341,0.370575701785234,0.610289402370658,105638.5,69519,0.658083937200926,0.695363857362735,0.872,"Medium",0.1585,0.831,0.432,38.1,0.229,0.13,0.078,480.63,4.15,9.3,0.115,0.0215,0.158,0.06,TRUE,0.0459369169725052
"Ashland","Ohio",24340,0.340221857025472,0.63759244042728,53880.5,36575,0.678817011720381,0.665481886534518,0.856,"Medium",0.154,0.965,0.405,39.1,0.226,0.151,0.075,59.13,2.96,5.5,0.007,0.0085,0.175,0.07,TRUE,0.0459369169725052
"Ashtabula","Ohio",43200,0.55099537037037,0.423564814814815,101436,64628,0.637130801687764,0.668440923438757,0.842,"Medium",0.159,0.912,0.412,40.6,0.295,0.154,0.09,308.112,3.64,8.9,0.032,0.033,0.129,0.044,TRUE,0.0459369169725052
"Athens","Ohio",27728,0.660235141373341,0.308100115406809,63915,47846,0.748587968395525,0.579525979183213,0.868,"Low",0.3155,0.916,0.492,25.9,0.303,0.171,0.077,101.67,4.062,7,0.027,0.014,0.273,0.151,TRUE,0.0459369169725052
"Auglaize","Ohio",23447,0.248688531581865,0.732247195803301,46284.5,31404,0.678499281616956,0.746624633804611,0.903,"High",0.071,0.969,0.405,39.1,0.155,0.12,0.056,38.66,2.248,5.9,0.0035,0.0105,0.155,0.059,TRUE,0.0459369169725052
"Belmont","Ohio",31688,0.446730623579904,0.528843726331734,69386,49575,0.714481307468365,0.639193141704488,0.868,"Medium",0.153,0.9355,0.416,43.1,0.216,0.146,0.074,70.52,2.03,6.6,0.0395,0.0055,0.141,0.043,TRUE,0.0459369169725052
"Brown","Ohio",19392,0.366491336633663,0.614480198019802,44334.5,28624,0.645637144887165,0.677473448854108,0.8,"High",0.129,0.9715,0.389,39.1,0.363,0.149,0.088,36.05,3.392,5.9,0.01,0.006,0.098,0.036,TRUE,0.0459369169725052
"Butler","Ohio",170530,0.365847651439629,0.616759514454935,362504,239965,0.661965109350518,0.710645302439939,0.868,"High",0.1275,0.8565,0.427,35.7,0.227,0.129,0.071,339.05,2.94,8,0.0685,0.0335,0.259,0.095,TRUE,0.0459369169725052
"Carroll","Ohio",13284,0.417268894911171,0.550662451068955,28794,18923,0.657185524762103,0.702002853670137,0.833,"Medium",0.1245,0.9725,0.403,42.2,0.233,0.158,0.075,76.88,4.634,9.5,0.0085,0.006,0.12,0.048,TRUE,0.0459369169725052
"Champaign","Ohio",18468,0.381416504223522,0.598061511804202,39823,27537,0.69148482032996,0.670661292079747,0.884,"High",0.1225,0.943,0.419,38.8,0.191,0.136,0.071,103.78,2.4,5.9,0.022,0.0105,0.153,0.046,TRUE,0.0459369169725052
"Clark","Ohio",64301,0.486726489479168,0.494860111040264,139376,91242,0.654646424061531,0.704730277722978,0.848,"Medium",0.1535,0.86,0.418,40.2,0.278,0.137,0.073,341.89,5.31,6.8,0.0865,0.023,0.162,0.06,TRUE,0.0459369169725052
"Clermont","Ohio",96525,0.315545195545196,0.665195545195545,195370,132661,0.679024415212162,0.727606455552122,0.872,"High",0.0925,0.9515,0.419,37.8,0.235,0.13,0.069,103.3,1.11,5.9,0.0115,0.014,0.248,0.082,TRUE,0.0459369169725052
"Clinton","Ohio",18183,0.318484298520596,0.66045207061541,42430,26596,0.626820645769503,0.683674236727327,0.863,"High",0.1345,0.9395,0.414,37.7,0.19,0.134,0.103,77.51,3.036,6.9,0.0205,0.0135,0.147,0.053,TRUE,0.0459369169725052
"Columbiana","Ohio",46199,0.429035260503474,0.546570272083811,108262,66722,0.616301195248564,0.692410299451455,0.853,"Low",0.156,0.9495,0.413,41.6,0.216,0.16,0.08,31.19,3.14,7,0.0205,0.0125,0.124,0.04,TRUE,0.0459369169725052
"Coshocton","Ohio",15784,0.439685757729346,0.531550937658388,36558,22416,0.613162645658953,0.704139900071378,0.85,"Medium",0.1545,0.963,0.417,40.6,0.208,0.171,0.099,53.72,5.872,9.1,0.012,0.009,0.116,0.038,TRUE,0.0459369169725052
"Crawford","Ohio",19847,0.378243563258931,0.597168337784048,43982.5,29361,0.667560961746149,0.67596471509826,0.858,"Medium",0.1245,0.965,0.393,41.3,0.321,0.147,0.087,132.69,3.426,7.7,0.0075,0.0115,0.105,0.037,TRUE,0.0459369169725052
"Cuyahoga","Ohio",645262,0.693164946951781,0.295476876059647,1288204.5,925671,0.718574574145642,0.697074878655591,0.864,"High",0.164,0.6245,0.485,39.7,0.187,0.142,0.073,578.53,9.13,9.6,0.2895,0.0455,0.282,0.114,TRUE,0.0459369169725052
"Darke","Ohio",25430,0.2684231222965,0.712072355485647,52577.5,36446,0.693186248870715,0.697744608461834,0.856,"Medium",0.1015,0.9695,0.397,40,0.181,0.155,0.067,154.98,2.69,4.8,0.004,0.0115,0.113,0.048,TRUE,0.0459369169725052
"Defiance","Ohio",18339,0.42161513713943,0.554883036152462,38776.5,25789,0.665067760112439,0.711117142967932,0.878,"High",0.126,0.883,0.402,38.6,0.214,0.138,0.073,71.94,2.882,6.3,0.0155,0.0845,0.163,0.066,TRUE,0.0459369169725052
"Delaware","Ohio",98899,0.37707155785195,0.608641138939726,167041,125613,0.751989032632707,0.787330929123578,0.956,"High",0.0455,0.886,0.431,36.5,0.123,0.075,0.05,97.86,1.07,4.1,0.035,0.0195,0.495,0.17,TRUE,0.0459369169725052
"Erie","Ohio",39500,0.551721518987342,0.429164556962025,77239.5,53961,0.698619229798225,0.732010155482663,0.889,"High",0.123,0.8565,0.43,42.5,0.196,0.137,0.073,266.23,2.39,6.7,0.0845,0.03,0.201,0.071,TRUE,0.0459369169725052
"Fairfield","Ohio",72220,0.413874273054556,0.568180559401828,143499,106226,0.740256029658743,0.679871217969235,0.916,"High",0.0985,0.8965,0.408,37.4,0.197,0.117,0.063,161.78,2.01,7.2,0.059,0.015,0.244,0.08,TRUE,0.0459369169725052
"Fayette","Ohio",11038,0.384942924442834,0.599746330857039,28617.5,16295,0.569406831484232,0.677385701135318,0.822,"Medium",0.1755,0.9385,0.412,38.8,0.314,0.147,0.071,147.06,5.796,8.74,0.022,0.018,0.131,0.05,TRUE,0.0459369169725052
"Franklin","Ohio",572188,0.605348242186135,0.377493061720973,1143743.5,808731,0.707091231556726,0.707513375893839,0.889,"High",0.164,0.6905,0.46,33.4,0.197,0.153,0.061,509.95,9.14,8.5,0.2005,0.044,0.35,0.122,TRUE,0.0459369169725052
"Fulton","Ohio",21310,0.425762552792116,0.550821210699202,42590,29231,0.686334820380371,0.729020560363997,0.883,"High",0.1,0.9075,0.372,38.9,0.255,0.127,0.078,81.2,2.558,6.5,0.0035,0.073,0.149,0.047,TRUE,0.0459369169725052
"Gallia","Ohio",12622,0.361036285850103,0.614007288860719,30885.5,22353,0.723737676255848,0.564666935087013,0.808,"Medium",0.2215,0.9425,0.467,39.4,0.305,0.143,0.089,101.59,5.08,9.6,0.028,0.0065,0.143,0.048,TRUE,0.0459369169725052
"Geauga","Ohio",51113,0.384618394537593,0.598458317844775,95766,66829,0.697836392874298,0.764832632539766,0.898,"High",0.0745,0.9615,0.449,42.1,0.17,0.125,0.06,36.53,2.244,5.6,0.014,0.01,0.34,0.128,TRUE,0.0459369169725052
"Greene","Ohio",83626,0.385717360629469,0.595735775954847,159981,124113,0.775798376057157,0.67378920822154,0.917,"High",0.111,0.86,0.433,36.6,0.164,0.104,0.07,114.62,1.71,5.3,0.0665,0.02,0.345,0.16,TRUE,0.0459369169725052
"Guernsey","Ohio",16849,0.442162739628465,0.533740874829367,40209.5,24649,0.613014337407827,0.683557142277577,0.843,"High",0.1725,0.953,0.417,40,0.297,0.151,0.084,149.26,2.862,5.7,0.0135,0.009,0.112,0.041,TRUE,0.0459369169725052
"Hamilton","Ohio",418894,0.525018262376639,0.461515323685706,827120.5,564879,0.682946438880429,0.741564122582004,0.877,"High",0.148,0.689,0.493,36.9,0.189,0.139,0.07,534.73,10.29,10.6,0.248,0.0225,0.325,0.124,TRUE,0.0459369169725052
"Hancock","Ohio",35783,0.351116451946455,0.62719727244781,74420,54562,0.733163128191346,0.655822733770756,0.907,"High",0.115,0.9125,0.42,37.7,0.188,0.14,0.061,126.54,1.92,6.7,0.0135,0.041,0.244,0.086,TRUE,0.0459369169725052
"Hardin","Ohio",12470,0.370408981555734,0.60056134723336,31898.5,18443,0.578177657256611,0.676137287859893,0.862,"Low",0.1585,0.9615,0.426,34.4,0.305,0.153,0.075,47.83,4.862,8.3,0.0075,0.0115,0.151,0.064,TRUE,0.0459369169725052
"Harrison","Ohio",7153,0.412414371592339,0.561862155738851,15647,10691,0.683261967150252,0.669067439902722,0.836,"Low",0.1875,0.9565,0.439,43.5,0.342,0.152,0.081,87.03,9.206,15.02,0.024,0.0045,0.09,0.034,TRUE,0.0459369169725052
"Henry","Ohio",14257,0.396857683944729,0.579154099740478,28595.5,20224,0.707244146806316,0.704954509493671,0.876,"High",0.097,0.9135,0.386,38.8,0.204,0.136,0.078,88.63,5.686,7.84,0.006,0.0665,0.131,0.041,TRUE,0.0459369169725052
"Highland","Ohio",17879,0.338609541920689,0.638346663683651,42986.5,28631,0.666046316866923,0.624462994656142,0.8,"Medium",0.1555,0.958,0.409,38.3,0.266,0.164,0.096,156.96,3.726,6.7,0.013,0.0075,0.097,0.04,TRUE,0.0459369169725052
"Hocking","Ohio",12768,0.482221177944862,0.492246240601504,29118.5,18345,0.630011848137782,0.695993458708095,0.84,"Medium",0.154,0.966,0.396,40,0.245,0.147,0.079,36.39,4.706,9.4,0.0085,0.0065,0.102,0.038,TRUE,0.0459369169725052
"Holmes","Ohio",11567,0.225469006656869,0.752312613469353,41909,18571,0.44312677467847,0.622852835065425,0.563,"Medium",0.1215,0.982,0.415,29.3,0.2594,0.234,0.047,44.56,5.38,5.5,0.0025,0.008,0.094,0.038,TRUE,0.0459369169725052
"Huron","Ohio",24711,0.445388693294484,0.528509570636559,59811.5,36800,0.61526629494328,0.671494565217391,0.864,"High",0.1425,0.9185,0.399,37.3,0.31,0.148,0.102,41.17,3.206,5.4,0.008,0.055,0.121,0.042,TRUE,0.0459369169725052
"Jackson","Ohio",13404,0.385407341092211,0.589674723962996,33283.5,24104,0.724202683011102,0.556090275472951,0.794,"Medium",0.219,0.9645,0.457,39,0.274,0.149,0.092,217.668,4.74,6.7,0.0065,0.011,0.12,0.045,TRUE,0.0459369169725052
"Jefferson","Ohio",33177,0.463724869638605,0.51342797721313,69235.5,49729,0.718258696766832,0.667155985441091,0.873,"Medium",0.1765,0.9135,0.437,43.8,0.293,0.146,0.103,204.22,2.84,7.9,0.0535,0.0095,0.141,0.049,TRUE,0.0459369169725052
"Knox","Ohio",28463,0.367845975476935,0.606612092892527,59896,42656,0.71216775744624,0.667268379594899,0.875,"Medium",0.1215,0.962,0.403,38,0.207,0.146,0.068,211.596,2.63,5.7,0.008,0.011,0.19,0.069,TRUE,0.0459369169725052
"Lake","Ohio",118665,0.486074242615767,0.495040660683437,232337.5,153865,0.662247807607468,0.771228024566991,0.907,"High",0.079,0.913,0.405,41.9,0.205,0.131,0.064,182.55,1.5,6.1,0.0285,0.033,0.242,0.078,TRUE,0.0459369169725052
"Lawrence","Ohio",25932,0.414314360635508,0.564977633811507,62566.5,49755,0.795233871161085,0.521193849864335,0.82,"Medium",0.1975,0.955,0.434,39.9,0.263,0.147,0.076,133.57,5.71,9.5,0.021,0.007,0.129,0.049,TRUE,0.0459369169725052
"Licking","Ohio",81550,0.419386879215205,0.557976701410178,161453,112506,0.696834372851542,0.724850230209944,0.882,"High",0.1085,0.931,0.414,38.6,0.23,0.128,0.065,203.66,3.36,7.1,0.0305,0.0125,0.221,0.068,TRUE,0.0459369169725052
"Logan","Ohio",21199,0.333128921175527,0.6430963724704,46144,30530,0.661624479889043,0.694366197183099,0.859,"High",0.14,0.947,0.413,38.9,0.218,0.136,0.067,133.96,3.1,8.2,0.0145,0.0105,0.143,0.052,TRUE,0.0459369169725052
"Lorain","Ohio",143252,0.56867617904113,0.414688800156368,302083.5,212359,0.702981129389722,0.674574658950174,0.885,"High",0.1285,0.808,0.423,39.5,0.214,0.131,0.077,266.27,3.21,7.7,0.0795,0.0805,0.206,0.076,TRUE,0.0459369169725052
"Lucas","Ohio",210621,0.648634276734039,0.332065653472351,453385.5,309853,0.683420621082942,0.679744911296647,0.871,"Medium",0.1765,0.723,0.474,36.6,0.223,0.147,0.08,774.71,5.67,9,0.1815,0.058,0.23,0.083,TRUE,0.0459369169725052
"Madison","Ohio",17557,0.389872985134135,0.58905279945321,42532,24423,0.57422646477946,0.718871555500962,0.844,"High",0.106,0.901,0.45,38.7,0.254,0.132,0.066,75.41,2.718,6.5,0.064,0.012,0.156,0.049,TRUE,0.0459369169725052
"Mahoning","Ohio",121584,0.633792275299382,0.35071226477168,239947,170064,0.708756517064185,0.714930849562518,0.873,"Medium",0.1665,0.782,0.464,42.4,0.221,0.144,0.078,369.06,11.48,8.4,0.1545,0.0415,0.204,0.07,TRUE,0.0459369169725052
"Marion","Ohio",27418,0.456050769567437,0.52027864906266,66047,42208,0.639060063288264,0.649592494313874,0.83,"Medium",0.169,0.899,0.42,39.3,0.259,0.153,0.077,147.26,2.414,6.5,0.0485,0.0195,0.12,0.052,TRUE,0.0459369169725052
"Medina","Ohio",90931,0.426532205738417,0.554464374085845,171139,124797,0.72921426442833,0.728631297226696,0.925,"High",0.061,0.9505,0.392,39.8,0.146,0.11,0.06,66.73,0.93,5,0.013,0.015,0.295,0.093,TRUE,0.0459369169725052
"Meigs","Ohio",10218,0.394108436093169,0.576923076923077,23334,16710,0.716122396502957,0.61149012567325,0.822,"Medium",0.1965,0.9695,0.423,41.2,0.397,0.16,0.118,80.5,9.028,10.94,0.01,0.006,0.103,0.041,TRUE,0.0459369169725052
"Mercer","Ohio",21676,0.21890570215907,0.764024727809559,40787.5,29498,0.72321176831137,0.734829479964743,0.883,"High",0.0815,0.968,0.387,38.5,0.149,0.133,0.044,88.92,2.718,5.94,0.002,0.015,0.154,0.062,TRUE,0.0459369169725052
