"Country","Continent","LE","Year","Population","Urban.pop","GDP","Household.consump","Unemployment","Forest.area","Arable.land","Water","Food.prod.index","Health.expend","Immunization","Sanitation.faci","Immunization.measles","Health.exp.pocket","Fixed.tel","Mobile.cel","Internet.users"
"Belarus","Europe",70.2,2007,47.12,73.27,4735.96,10.0978883605421,6.3,41.77,0.58,99.6,106.28,4.45,95,94.6,99,23.58,38.31,72.61,19.7
"Belarus","Europe",69.4,2006,47.33,72.82,3848.59,9.87862143739506,6.4,41.67,0.58,99.6,106.19,4.45,99,94.6,97,22.18,35.01,61.95,16.2
"Kazakhstan","Asia",66.5,2007,5.74,54.31,6771.41,10.8043123002696,7.3,1.23,1.85,93.4,119.15,1.78,93,97.2,99,43.31,21.02,80.04,4.02
"Ukraine","Europe",70.94,2012,78.7,69.07,3855.42,11.6955348136814,7.5,16.56,0.71,96.5,126.59,4.14,76,95.8,79,41.78,26.76,130.34,35.27
"Moldova","Europe",68.69,2012,124.04,44.86,2046.54,8.84041662032864,5.6,12.03,0.51,87.9,76.21,5.37,92,75.8,91,45.06,34.31,101.99,43.37
"Peru","South America",74.52,2012,23.56,77.62,6388.85,11.6743626195605,3.6,58.18,0.14,85.5,140.75,3.36,95,73.7,94,32.23,11.39,98,38.2
"Italy","Europe",82.19,2011,201.87,68.44,38364.94,14.1534020227189,8.4,30.88,0.11,100,96.11,7.13,96,99.5,90,18.82,36.4,158.15,54.39
"Guinea","Africa",55.59,2011,46.05,35.3,447.79,8.42203380024274,1.7,26.49,0.26,73.8,116.4,1.45,63,18.4,62,57.54,0.16,43.55,1.3
"Togo","Africa",54.14,2005,102.56,35.19,379.18,7.56069485957617,7.1,7.1,0.38,56.7,98.98,1.9,82,11.4,70,60.11,1.13,7.83,1.8
"Swaziland","Africa",48.66,2011,70.49,21.43,4093.38,8.31351887849697,22.7,33,0.14,72.3,105.88,5.48,91,57,87,13.37,6.26,63.24,18.13
"Switzerland","Europe",82.7,2011,200.23,73.7,88002.61,12.8359340665856,4,31.35,0.05,100,108.57,7.22,96,99.9,93,25.16,61.89,127.38,85.19
"Israel","Asia",81.66,2011,358.86,91.89,33707.32,11.9139613117,5.6,7.22,0.04,100,106.35,4.43,94,100,97,25.97,46.4,121.98,68.87
"Cyprus","Asia",79.47,2011,120.85,67.41,31836.62,9.7885345086728,7.9,18.7,0.08,100,87.67,3.55,99,100,87,44.63,36.28,97.71,56.86
"Cyprus","Asia",79.31,2010,119.45,67.55,30438.9,9.69254921366028,6.3,18.71,0.07,100,84.4,3.47,99,100,87,45.14,37.44,93.69,52.99
"South Africa","Africa",51.56,2005,39.03,59.54,5444.08,11.9892275298611,23.8,7.62,0.28,88.9,102.13,3.38,72,60.4,63,18.44,10.15,70.4,7.49
"Mali","Africa",51.52,2005,10.56,32.06,425.91,8.23784694588714,8.5,4.51,0.43,56.7,102.61,3.04,77,20.2,73,51.75,0.64,6.38,0.51
"Malta","Europe",80.75,2011,1300.84,94.83,22347.71,8.67791480671206,6.5,1.09,0.02,100,95.11,6.65,96,100,84,30.32,54.46,122.37,68.02
"Greece","Europe",79.24,2005,86.06,74.45,22337.05,12.0071675183125,9.8,29.11,0.24,99.4,102.85,5.81,96,97.1,96,34.83,57.16,92.92,24
"Kuwait","Asia",73.74,2005,127.03,98.19,35694.38,10.1649294686942,2,0.31,0,99,96.91,1.9,99,100,99,17.98,21.98,60.19,25.93
"Switzerland","Europe",82.25,2010,198.02,73.66,74277.12,12.6666356646181,4.5,31.25,0.05,100,103.43,7.12,95,99.9,92,25.12,62.67,123.16,83.9
"Italy","Europe",82.04,2010,201.53,68.33,35877.87,14.0764594443335,8.4,30.69,0.12,100,97.73,7.42,96,99.5,91,17.52,37.24,154.8,53.68
"Japan","Asia",81.08,2000,347.99,78.65,37299.64,14.7990938563592,4.8,68.25,0.04,100,103.52,6.14,85,100,96,15.37,49.28,53.12,29.99
"Ireland","Europe",80.74,2010,66.19,61.84,48260.67,11.5601070026602,13.9,10.53,0.22,97.4,100.01,6.41,94,90.1,90,18.22,46.51,105.24,69.85
"Belgium","Europe",80.23,2010,360.64,97.64,44282.55,12.4341997980492,8.3,22.5,0.08,100,101.08,7.92,98,99.5,95,20.76,42.41,111.08,75
"Finland","Europe",79.87,2010,17.65,83.56,46205.17,11.7894829884445,8.4,73.11,0.42,100,93.25,6.67,99,97.6,98,19.62,23.29,156.31,86.89
"Italy","Europe",79.78,2000,193.61,67.22,20059.21,13.4471826960217,10.8,28.46,0.15,100,100.66,5.84,87,99.5,74,23.1,47.65,74.13,23.11
"Canada","North America",79.24,2000,3.38,79.48,24031.95,12.908112221289,6.8,38.25,1.49,99.8,91.57,6.1,89,99.8,96,15.91,67.89,28.43,51.3
"France","Europe",79.06,2000,111.24,75.87,22465.64,13.521156812648,10.2,27.92,0.3,100,104.15,8.01,97,98.7,84,7.1,57.4,49.06,14.31
"Finland","Europe",77.47,2000,16.99,82.18,24253.25,10.9879344845979,9.7,73.69,0.42,100,98.71,5.14,99,97.4,96,22.32,55.03,72.03,37.25
"Ireland","Europe",76.54,2000,55.24,59.15,26236.37,10.7550150980374,4.3,9.22,0.28,96.3,105.97,4.58,86,89.2,79,15.74,48.16,64.7,17.85
"Barbados","North America",74.8,2010,650.15,32.06,15901.43,8.06887277300164,10.8,14.65,0.04,99.1,92.27,4.02,86,93.5,85,28.19,49.03,124.85,65.1
"Thailand","Asia",72.33,2005,128.92,37.52,2874.39,11.5886119905526,1.3,31.51,0.23,94.3,97.9,2.29,98,93.2,96,27.23,10.73,46.46,15.03
"Congo, Rep.","Africa",57.2,2010,11.91,63.23,2953.19,8.44178622208473,6.5,65.63,0.13,74.3,123.57,1.39,74,14.3,75,37.24,0.33,90.44,5
"Guinea","Africa",55.3,2010,44.82,34.86,430.06,8.27153047635959,1.6,26.63,0.26,72.8,113.32,2.01,64,17.9,58,49.03,0.17,36.78,1
"Mali","Africa",49.06,2000,9.05,28.36,240.38,7.57469707829397,8.3,4.84,0.4,46.6,72.41,2.07,43,18,49,66.5,0.38,0.1,0.14
"Cameroon","Africa",53.69,2010,43.56,51.52,1147.24,9.78244583814882,4.1,42.13,0.3,72.1,142.17,1.58,84,44.7,79,66.07,2.62,41.88,4.3
"Madagascar","Africa",61.19,2005,31.45,28.81,275.52,8.37359068350154,2.6,22.08,0.16,42.1,102.74,2.46,85,10.8,74,39.7,0.5,2.79,0.57
"Azerbaijan","Asia",68.94,2005,101.52,52.39,1578.37,8.52539149331312,7.3,10.61,0.22,78.5,102.89,0.88,75,73.7,67,82.36,12.78,26.18,8.03
"Estonia","Europe",76.23,2011,31.31,67.97,17453.75,9.36857157228714,12.5,52.69,0.48,99.5,122.65,4.63,93,97.2,94,17.56,36.45,143.93,76.5
"Bulgaria","Europe",74.16,2011,67.69,72.64,7750.04,10.4759814885783,11.3,34.58,0.44,99.5,113.76,4.01,95,85.9,95,43.94,30.99,142.85,47.98
"Latvia","Europe",73.58,2011,33.11,67.62,13781.21,9.76875029028584,16.2,53.93,0.56,99,113.25,3.87,92,86.1,92,32.1,24.9,111.36,69.75
"Estonia","Europe",75.43,2010,31.41,68.09,14641.4,9.2289432602654,16.9,52.7,0.48,99.5,115.45,4.93,94,97.2,95,18.57,37.14,127.28,74.1
"Latvia","Europe",73.48,2010,33.7,67.69,11319.52,9.62382920374593,18.7,53.89,0.56,98.9,116.23,3.94,92,85.6,95,35.11,25.45,110.31,68.42
"Costa Rica","North America",77.73,2000,76.88,59.05,4062.32,9.27578910374634,5.1,46.53,0.05,95.1,87.22,5.57,88,91.4,82,18.83,22.87,5.39,5.8
"Chile","South America",78.14,2005,21.65,87.44,7728.61,11.211196258549,8,21.58,0.09,96.7,99.62,2.54,91,94.8,90,41.47,21.03,64.69,31.18
"Jamaica","North America",71.48,2005,244.1,52.81,4238.32,9.0856509168144,10.9,31.32,0.05,93.6,95.59,1.99,99,81.1,84,32.58,11.89,73.88,12.8
"Gambia, The","Africa",58.13,2010,167.29,56.3,562.57,6.75934807378194,7,47.43,0.27,88.9,135.46,3.43,97,58.8,92,20.94,2.9,87.96,9.2
"Togo","Africa",55.47,2010,117.5,37.53,496.48,7.94775279972366,7,5.28,0.38,59.8,129.5,3.79,83,11.5,68,43.75,0.95,41.27,3
"Barbados","North America",73.95,2005,637.24,32.94,14223.78,7.95243922562469,9.1,14.65,0.05,98.4,105.78,3.46,92,90.1,93,28.67,49.3,75.37,52.5
"Albania","Europe",74.27,2000,112.74,41.74,1175.79,7.96179200953827,13.5,28.08,0.19,96.1,86.44,2.26,97,83.4,95,63.82,4.62,0.9,0.11
"Slovak Republic","Europe",73.05,2000,112.03,56.23,5402.93,9.69234173965554,18.8,39.94,0.28,99.8,89.8,4.92,99,98.9,98,10.61,31.51,23.08,9.43
"Armenia","Asia",71.28,2000,108.05,64.67,621.42,7.52228124107388,18.9,11.7,0.15,92.6,67.51,1.14,93,89.3,92,77.35,17.34,0.57,1.3
"Colombia","South America",73.57,2011,41.83,75.32,7227.77,12.2325147512548,11.1,52.82,0.03,91.1,106.16,4.92,85,79.8,88,15.86,15.14,98.13,40.35
"Congo, Rep.","Africa",54.03,2005,10.26,60.99,1737.61,7.72405328502508,6.6,65.8,0.14,71.7,100.31,1.43,62,13.4,54,40.26,0.45,15.76,1.46
"Slovenia","Europe",77.61,2005,99.33,50.5,18169.18,9.87682627840263,6.5,61.72,0.09,99.6,98.45,6.21,95,99.1,94,12.42,50.96,87.95,46.81
"Croatia","Europe",76.78,2011,76.49,57.8,14542.18,10.5233516898257,13.4,34.32,0.21,99.3,105.96,5.72,96,97.1,96,13.07,42.74,118.3,57.79
"Romania","Europe",74.56,2011,87.53,53.96,9200.28,11.6664346533716,7.4,28.61,0.45,98,101.29,4.44,89,77.9,93,20.32,21.46,107.39,40.01
"Croatia","Europe",76.48,2010,78.95,57.54,13509.19,10.4681906637846,11.8,34.31,0.2,99.2,104.65,7.16,97,97.1,96,13.76,43.01,113.61,56.55
"Slovak Republic","Europe",75.11,2010,112.11,54.69,16554.89,10.8548048297099,14.4,40.32,0.26,100,80.85,5.8,99,98.8,98,21.66,20.22,109.05,75.71
"Hungary","Europe",74.21,2010,110.46,68.86,13009.35,11.1273998865514,11.2,22.6,0.44,100,79.31,5.22,99,98,99,26.27,29.73,119.94,65
"Bulgaria","Europe",73.51,2010,68.12,72.3,6752.55,10.3720939561165,10.2,34.42,0.43,99.5,110.47,4.22,94,85.9,97,42.88,29.29,138.04,46.23
"Romania","Europe",73.46,2010,88.01,53.83,8297.48,11.5763639124986,7.3,28.32,0.45,96.9,94.7,4.78,94,77.5,95,19.21,20.58,111.43,39.93
"Romania","Europe",71.16,2000,97.7,53,1668.16,10.1491011508096,7,27.71,0.42,85.3,81.48,3.53,99,73.8,98,18.8,17.42,11.16,3.61
"Estonia","Europe",70.42,2000,32.96,69.37,4070.03,8.05304120784792,13.1,52.91,0.6,99,88.83,4.08,93,97,93,19.93,38.27,40.77,28.58
"Mongolia","Asia",66.89,2010,1.75,67.57,2650.35,8.28647603260297,6.5,8.39,0.23,62.9,113.66,3.9,96,56.5,97,35.2,7.12,92.54,10.2
"Swaziland","Africa",48.66,2000,61.84,22.69,1433.18,7.07243038226561,22.7,30.12,0.17,51.9,87.08,2.96,84,51.8,92,18.53,2.99,3.1,0.93
"Vietnam","Asia",75.31,2010,280.36,30.39,1333.58,11.2531812052908,2.6,45.56,0.07,91.3,119.13,2.96,93,69.7,98,44.84,16.14,125.29,30.65
"Tunisia","Africa",74.6,2010,67.89,65.93,4176.61,10.2106916982266,13,6.37,0.27,95.8,107.47,3.81,98,89,97,35.04,12.13,104.54,36.8
"Thailand","Asia",73.81,2010,130.54,44.08,5111.91,12.1091278404536,1,31.81,0.24,96.4,113.19,2.84,99,93.3,98,14.19,10.29,108.02,22.4
"Pakistan","Asia",66.13,2010,220.58,36.6,1043.3,11.8594961827145,5.1,2.19,0.17,90.5,113.81,0.95,82,54.8,69,60.61,3.51,57.28,8
"Belize","North America",70.54,2000,10.84,47.66,3364.46,6.45059679646508,10.9,63.98,0.26,85.1,85.32,2.09,91,82.7,96,39.01,14.99,7.05,5.96
"Ukraine","Europe",67.86,2000,84.88,67.15,635.71,9.74171011277276,11.6,16.41,0.66,97.6,88.11,2.9,99,94.7,99,44.05,21.23,1.67,0.72
"Azerbaijan","Asia",66.76,2000,97.43,51.39,655.1,8.20229612785042,11.8,10.55,0.23,74.1,75.65,0.87,76,65.6,67,63.27,9.87,5.18,0.15
"Malaysia","Asia",74.5,2010,85.59,70.91,9069.04,11.7175432694293,3.4,67.34,0.03,97.3,114.95,2.29,96,95.4,95,32.8,16.3,119.74,56.3
"Thailand","Asia",70.92,2000,122.71,31.39,2016.04,11.1630128902994,2.4,33.3,0.25,91.9,93.15,1.91,97,91.3,94,33.72,8.97,4.9,3.69
"Mongolia","Asia",63.4,2001,1.56,58.22,524.02,6.83344113172964,6.1,7.49,0.31,57.2,110.86,3.9,95,49.2,95,10.33,5.14,8.06,1.65
"India","Asia",62.56,2001,360.52,27.92,460.83,12.6470235197834,4,22.15,0.15,81.5,94.79,1.13,59,26.6,57,69.48,3.64,0.62,0.66
"Jordan","Asia",73.12,2008,65.57,81.96,3797.41,9.76860725054229,12.7,1.1,0.03,96.9,108.16,5.43,97,98.3,95,31.86,8.78,89.89,23
"India","Asia",65.11,2008,402.62,30.25,1022.58,13.4834863023922,4.1,23.19,0.13,88.4,117.19,1.1,70,33.6,72,63.15,3.23,29.53,4.38
"Trinidad and Tobago","North America",68.9,2004,251.57,10.07,10290.46,8.87231472944451,8.3,44.97,0.02,94,100.73,2.6,94,91,95,45.28,24.98,50.46,27.02
"Jordan","Asia",72.13,2002,57.09,80.36,1901.58,8.89859645462492,16.2,1.1,0.04,96.8,92.53,4.81,95,98,95,39.37,13.76,24.87,6.03
"Sweden","Europe",80.1,2003,21.83,84.2,36961.43,11.9417586666041,5.9,68.71,0.3,100,100.38,7.63,99,99.3,95,15.9,64.64,98.43,79.13
"Norway","Europe",79.84,2004,12.57,77.28,57570.27,11.6720968627305,4.4,33.12,0.19,100,100.81,8.02,92,98.1,89,15.67,47.52,98.61,77.69
"Jordan","Asia",72.47,2004,59.95,80.91,2156.44,9.1385532430427,12.4,1.1,0.04,96.8,99.68,4.7,95,98.1,99,40.49,12.53,31.89,11.66
"Iraq","Asia",69.77,2004,60.18,68.71,1391.61,10.0810314645392,28.7,1.88,0.17,82.3,91.2,4.05,74,78.5,69,27.83,3.88,2.15,0.9
"Guatemala","North America",68.22,2001,111.76,45.53,1561.6,9.65506850003499,1.3,38.76,0.12,84.6,84.78,2.29,77,55.3,91,57.94,6.59,9.99,1.74
"Uzbekistan","Asia",67.27,2004,60.8,36.83,465.12,8.785322345392,11,7.71,0.17,88,93.23,2.26,99,96,98,52.44,6.79,2.11,2.59
"Guyana","South America",65.29,2008,3.8,28.22,2570,7.51735235814811,11.8,84.26,0.56,92.6,98.53,5.38,93,82.4,95,23.33,17.9,57.72,18.2
"Lao PDR","Asia",63.44,2003,24.17,25.13,362.67,7.4233355813278,2.1,72.5,0.19,52.3,91.24,1.27,49,37.3,42,55.66,1.24,2,0.33
"India","Asia",62.95,2002,366.67,28.24,480.62,12.7245319484858,4.3,22.31,0.15,82.5,87.36,1.08,59,27.6,56,69.65,3.85,1.21,1.54
"Botswana","Africa",49.41,2001,3.11,54.06,3114.62,7.61189185434168,23.2,21.91,0.11,94.9,96.6,3.73,97,52.7,91,10.53,8.31,18.63,3.43
"Cote d'Ivoire","Africa",49.26,2009,61.9,49.8,1233.3,9.70778405564731,4.1,32.72,0.15,80.4,102.29,1.79,81,20.6,67,57.43,1.52,70.88,2
"Nigeria","Africa",49.23,2006,157.36,39.94,1014.73,11.4294273275029,7.6,11.73,0.26,59,104.33,1.2,40,31.9,44,64.12,1.18,22.55,5.55
"Ecuador","South America",73.7,2001,51.75,60.8,1903.74,9.78357105516791,8.4,54.96,0.12,80.3,94.81,1.38,89,70.8,99,57.02,10.45,6.72,2.67
"Jordan","Asia",72.3,2003,58.52,80.64,1973.86,8.96749908786417,15.4,1.1,0.03,96.8,88.51,4.45,97,98,96,41.87,12.49,26.59,8.47
"Mozambique","Africa",48.8,2009,30.07,30.75,461.43,9.02149558510488,22.6,49.84,0.23,47.8,115.98,2.79,74,18.4,80,7.13,0.35,25.56,2.68
"Ghana","Africa",60.95,2012,112.26,52.07,1641.83,10.1294375620599,3.6,40.66,0.18,85.4,138.74,3.57,92,14.4,88,29.09,1.12,100.99,10.6
"Poland","Europe",75.24,2007,124.45,61.23,11247.55,12.4661916605413,9.6,30.2,0.31,97.1,100.19,4.46,99,92.1,98,24.61,27.47,108.38,48.6
"Ecuador","South America",74.8,2006,56.24,61.91,3350.78,10.3378928249669,6.3,53.38,0.09,82.8,102.97,1.42,96,76.4,97,60.92,12.66,60.51,7.2
"Dominican Republic","North America",71.48,2004,188.39,66,2421.09,9.75348990359202,18.4,33.5,0.09,86.6,93.48,1.39,79,79.4,81,58.27,9.8,27.52,8.87
"Honduras","North America",71.08,2003,59.22,47.23,1228.48,8.70155932330798,5.2,53.91,0.16,83,90.84,4.73,92,67.6,95,40.14,5.05,5.72,4.8
"Guatemala","North America",69.33,2004,120.17,46.76,1860.99,9.92791964338878,3.1,37.25,0.12,86.6,95.17,2.39,87,57.4,95,56.22,9.15,25.62,5.1
"Uzbekistan","Asia",67.11,2002,59.41,37.13,383.35,8.66379775651661,10.8,7.63,0.18,88.4,82.35,2.42,99,93.4,97,55.23,6.64,0.74,1.08
"Burkina Faso","Africa",54.56,2009,55.43,24.83,551.84,8.6542314278698,3.3,20.87,0.38,76.4,105.71,3.67,92,16.8,94,37.43,1.01,25.33,1.13
"Angola","Africa",49.85,2008,15.92,38.51,4462.13,10.1462599905643,6.8,47.11,0.17,46.6,129.74,2.72,81,43.3,79,19.68,0.62,36.98,4.6
"Botswana","Africa",48.5,2002,3.15,54.37,3044.13,7.55001434621549,20.2,21.7,0.14,95,90.7,4.31,97,53.7,92,9.02,8.19,18.37,3.39
"Jordan","Asia",72.8,2006,62.74,81.44,2719.82,9.45730747543027,14,1.1,0.03,96.9,103.18,4.49,98,98.2,99,39.35,11.31,80,13.87
"Ecuador","South America",74.98,2007,57.2,62.1,3590.71,10.4103437083783,5,53.06,0.08,83.3,104.99,1.51,96,77.4,98,57.44,12.78,69.66,10.8
"Panama","North America",77.37,2012,50.36,65.7,10138.52,9.99416976708321,4,62.77,0.15,93.7,115.77,4.97,85,73.4,98,24.8,14.99,163.42,40.3
"Dominican Republic","North America",73.23,2012,210.16,76.04,5967,10.7259791224433,14.7,38.98,0.08,85.4,128.52,2.76,85,82.9,88,38.71,10.99,86.94,41.2
"Barbados","North America",74.3,2007,642.22,32.59,16461.83,8.04734954937187,7.4,14.65,0.05,98.7,101.3,3.79,93,91.5,75,26.92,48.6,93.24,58.2
"Uzbekistan","Asia",67.44,2006,62.27,36.53,642.96,9.19371188177265,11,7.74,0.17,87.6,108.81,2.45,96,98.6,98,52.02,6.99,9.61,6.39
"Kenya","Africa",58.62,2009,69,23.18,942.74,10.2481185585551,9.4,7.37,0.14,59.3,117.69,1.98,84,29,88,43.7,1.67,48.62,10.04
"Congo, Rep.","Africa",58.3,2012,12.55,64.1,3191.16,8.49932042074827,6.6,65.53,0.12,75.3,132.36,3.15,79,14.6,75,19.95,0.34,98.76,6.11
"Armenia","Asia",72.97,2004,106.29,64.22,1181.97,7.96546223632424,33.6,11.67,0.15,94.9,89.24,1.4,91,89.4,92,71.35,19.14,6.72,4.9
"Armenia","Asia",72.2,2002,107.03,64.28,779.83,7.61755306561106,27.8,11.68,0.15,93.7,72.04,1.36,94,89.3,91,68.75,17.82,2.34,1.96
"Honduras","North America",71.7,2006,62.62,49.16,1547.27,9.03854561350946,3.1,50.69,0.15,85.2,101.81,3.49,95,71.9,97,51.37,10.16,31.84,7.8
"Slovenia","Europe",77.21,2004,99.16,50.59,17260.9,9.83489710006778,6.3,61.62,0.09,99.6,105.17,6.22,94,99.1,94,11.6,49.86,92.68,40.81
"Turkey","Asia",73.88,2009,92.59,70.14,8623.95,12.9927224186471,14,14.42,0.3,98,108.94,4.92,96,92.5,97,14.06,23.21,88.12,36.4
"Turkey","Asia",73.18,2007,90.32,68.98,9309.51,13.0421545992752,10.3,14.13,0.32,96.9,100.48,4.1,96,91.6,96,21.82,26.19,89.18,28.63
"Nicaragua","North America",70.12,2001,42.39,54.98,1043.6,8.43625858612024,5.9,31.11,0.37,79.5,81.94,2.84,87,55.5,99,42.12,3.05,3.18,1.45
"Mexico","North America",77.14,2012,62.8,78.41,9703.37,13.5719631311404,4.9,34.11,0.19,95.1,112.33,3.16,99,83.7,99,44.08,17.04,83.35,39.75
"Jordan","Asia",73.59,2011,69.62,82.72,4665.95,10.0194551635281,12.9,1.1,0.03,96.9,134.58,5.91,98,98.5,98,27.13,6.91,111.16,34.9
"Jordan","Asia",71.78,2000,54.36,79.81,1763.17,8.82765287327799,13.7,1.1,0.04,96.8,80.71,4.64,91,97.8,94,38.96,13,8.16,2.62
"Sweden","Europe",80.5,2004,21.92,84.26,42442.22,12.07264427617,6.6,68.74,0.3,100,102.53,7.4,99,99.3,96,16.31,63.33,97.81,83.89
"Sweden","Europe",79.8,2001,21.68,84.07,26969.24,11.6179419314499,5.1,68.66,0.3,100,100.55,7.19,99,99.3,94,16.58,66.99,80.76,51.77
"Norway","Europe",79.39,2003,12.5,77.23,50111.65,11.5581311172079,4.4,33.13,0.19,100,97.12,8.39,92,98.1,86,15.53,49.04,89.05,78.13
"Norway","Europe",78.99,2002,12.42,77,43061.15,11.3785928371568,3.9,33.14,0.19,100,98.1,8.17,93,98.1,87,15.76,51.07,83.54,72.84
"Norway","Europe",78.79,2001,12.36,76.56,38549.59,11.2150931190114,3.4,33.15,0.2,100,97.24,7.35,91,98.1,90,15.73,51.78,79.58,64
"Denmark","Europe",78.45,2008,129.47,86.49,64181.99,12.0283313234285,3.4,13.56,0.44,100,103.85,8.62,88,99.6,87,13.55,54.13,119.3,85.02
"Lebanon","Asia",75.42,2002,344.36,86.23,5436.59,9.67377182671794,8.2,13.02,0.04,88.1,98.61,3.72,77,82.7,59,49.33,19.31,22.05,7
"Ecuador","South America",73.99,2002,52.63,61.12,2183.97,9.94270345798554,9.1,54.64,0.1,80.8,92.6,1.43,88,72,99,60.73,10.83,11.98,4.26
"Kuwait","Asia",73.66,2004,121.57,98.17,27437.98,10.0097808330335,1.7,0.3,0.01,99,99.85,2.2,98,100,97,18.06,22.63,80.79,22.93
"Kuwait","Asia",73.59,2003,117.62,98.16,22841.6,9.92637805449524,1.3,0.3,0.01,99,94.57,2.59,99,100,97,17.6,23.01,67.1,22.4
"Cabo Verde","Africa",73.49,2009,120.76,61.02,3517.39,6.99759598298193,9.4,21.04,0.1,88.3,112.88,3.24,99,62.2,97,22.17,14.8,59.83,21
"Kuwait","Asia",73.43,2001,111.67,98.13,17532.86,9.68983568730969,0.8,0.28,0.01,99,92.04,2.94,99,100,99,17.05,23.85,44.33,8.55
"Nicaragua","North America",73.08,2008,46.49,56.7,1517.8,8.9008529481144,6.2,27.04,0.3,83.7,107.94,3.83,97,62.7,99,42.01,4.49,54.83,5.3
"Nicaragua","North America",72.32,2006,45.29,56.18,1245.14,8.68267373101417,5.3,28.2,0.34,82.5,103.42,3.47,88,60.6,99,42.01,4.49,33.13,2.81
"Nicaragua","North America",71.49,2004,44.12,55.7,1091.51,8.53565570547538,6.7,29.37,0.37,81.3,94.46,3.39,79,58.6,84,41.09,3.98,13.71,2.32
"Bangladesh","Asia",68.68,2008,1138.91,28.97,618.08,11.1500727636373,4.4,11.12,0.05,82,120.37,1.1,96,53.8,92,60.32,0.91,30.17,2.5
"Fiji","Oceania",68.67,2006,45.29,50.26,3750.03,7.78291563545821,6.5,54.54,0.21,93.4,103.99,3.01,98,83.8,92,13.56,13.89,34.38,9.6
"Nepal","Asia",66.19,2008,183.64,16.15,476.56,9.21745798158901,2.7,25.36,0.08,85.1,107.15,2.38,82,34.7,79,50.99,3.07,16,1.73
"Lao PDR","Asia",65.97,2008,26.19,30.84,900.5,8.25463550824455,1.4,75.55,0.21,63.3,112.85,0.98,61,52.6,52,35.11,2.08,32.94,3.55
"Pakistan","Asia",64.69,2003,191.02,34.07,565.32,11.0264893184228,7.7,2.58,0.21,89.1,91.93,0.7,67,42.3,61,61.22,2.66,1.58,5.04
"Cambodia","Asia",63.91,2002,71.84,18.82,337.8,8.20344362832894,2,63.56,0.29,46.1,72.53,1.47,54,19.8,52,74.55,0.28,2.99,0.23
"India","Asia",63.34,2003,372.79,28.57,557.9,12.8746316236738,3.9,22.46,0.14,83.5,96.51,1.04,61,28.6,60,69.73,3.84,3.08,1.69
"Senegal","Africa",61.72,2007,61.79,41.52,948.51,9.09501705872081,8.8,44.63,0.24,72.6,85.23,2.33,94,43.6,84,39.66,2.26,30.5,6.89
"Ghana","Africa",57.15,2001,84.79,44.6,275.47,8.39504589621825,10,39.28,0.21,71.8,81.54,2.05,79,10.6,78,27.19,1.27,1.26,0.2
"Niger","Africa",56.47,2009,12.37,17.37,344.38,8.3137958932602,5.1,0.96,0.95,52.9,111.9,2.67,71,9.1,69,57.39,0.5,16.98,0.76
"Togo","Africa",54.57,2007,108.3,36.12,428.4,7.75816258574067,7.1,6.37,0.39,57.9,108.36,2.15,82,11.4,71,56.51,1.7,20.4,2.2
"Guinea","Africa",54.48,2008,42.44,34.01,433.07,8.17823747350667,2,26.92,0.27,70.8,109.58,0.78,60,16.8,55,66.42,0.26,26.66,0.92
"South Africa","Africa",53.44,2002,37.55,57.9,2535.49,11.1645379424355,27.2,7.62,0.3,87.4,97.65,3.37,70,58.5,65,12.42,10.65,29.67,6.71
"Congo, Rep.","Africa",53.05,2003,9.76,60.08,1049.32,7.50131966510558,6.7,65.9,0.15,70.6,87.52,1.3,50,13.1,50,49.79,0.21,9.81,0.46
"Tanzania","Africa",52.84,2004,42.83,24.22,348.05,9.05785447229981,3,56.81,0.25,54.6,95.57,1.53,95,10.6,94,45.5,0.39,5.14,0.88
"Niger","Africa",52.79,2003,9.89,16.47,218.05,7.66694765757177,5,1.02,1.12,46.7,97.3,1.68,41,7.4,43,63.6,0.19,0.67,0.16
"Kenya","Africa",52.78,2001,55.98,20.24,407.55,9.18820927589942,9.7,6.42,0.16,52.6,80.72,2.07,80,27.1,77,44.48,0.96,1.87,0.62
"Congo, Rep.","Africa",52.69,2002,9.54,59.62,927.27,6.83074463661589,6.7,65.95,0.15,70.1,86.35,1.29,41,12.9,37,46.99,0.67,6.75,0.16
"Cameroon","Africa",51.64,2003,36.43,47.34,791.11,9.19371696559729,6,45.39,0.35,64.9,84.75,1.33,73,42.9,61,68.92,0.57,6.25,0.59
"Sweden","Europe",81.1,2008,22.47,84.75,55746.84,12.3427624825138,6.3,68.56,0.28,100,96.09,7.52,98,99.3,96,16.36,57.8,108.44,90
"Sweden","Europe",80.9,2007,22.29,84.59,53324.38,12.2846162300799,6.2,68.63,0.29,100,95.63,7.25,98,99.3,96,16.49,60.05,110.46,82.01
"Sweden","Europe",80.75,2006,22.13,84.43,46256.47,12.1453316513177,7.1,68.7,0.29,100,97.41,7.26,98,99.3,97,16.64,61.03,105.69,87.76
"Sweden","Europe",79.85,2002,21.75,84.13,29571.7,11.7170219674669,5.3,68.69,0.3,100,101.52,7.51,99,99.3,95,16.24,65.64,89.2,70.57
"Denmark","Europe",78.1,2006,128.15,86.1,52041,11.8062571731331,3.9,13.28,0.43,100,97.33,8.4,93,99.6,90,13.84,56.95,107.12,86.65
